timestamp,open,high,low,close,volume
2024-03-14,9.022e-06,1.0849e-05,8.742e-06,9.961e-06,2511026098138.0
2024-03-15,9.961e-06,1.0347e-05,8.224e-06,8.916e-06,1770124234284.0
2024-03-16,8.916e-06,9.074e-06,7.024e-06,7.5e-06,1399729837407.0
2024-03-17,7.5e-06,8.473e-06,6.88e-06,7.851e-06,1335656673975.0
2024-03-18,7.851e-06,8.19e-06,6.61e-06,6.812e-06,1055106029552.0
2024-03-19,6.812e-06,7.695e-06,5.82e-06,6.597e-06,1516488218528.0
2024-03-20,6.597e-06,8.59e-06,6.428e-06,8.392e-06,1540951749642.0
2024-03-21,8.392e-06,8.5e-06,7.667e-06,7.895e-06,921678581496.0
2024-03-22,7.895e-06,8.275e-06,7.102e-06,7.425e-06,675373695494.0
2024-03-23,7.425e-06,7.777e-06,7.306e-06,7.321e-06,517939166211.0
2024-03-24,7.321e-06,7.991e-06,7.189e-06,7.811e-06,404934016606.0
2024-03-25,7.811e-06,8.504e-06,7.439e-06,8.092e-06,703669524959.0
2024-03-26,8.092e-06,8.753e-06,7.836e-06,8.031e-06,690036362735.0
2024-03-27,8.031e-06,8.364e-06,7.512e-06,7.626e-06,560628488792.0
2024-03-28,7.626e-06,8.314e-06,7.386e-06,8.025e-06,877775744863.0
2024-03-29,8.025e-06,8.056e-06,7.569e-06,7.736e-06,337623339966.0
2024-03-30,7.736e-06,8.85e-06,7.704e-06,8.119e-06,827011313959.0
2024-03-31,8.119e-06,9.189e-06,8.028e-06,8.8e-06,578476154013.0
2024-04-01,8.8e-06,8.8e-06,7.516e-06,7.924e-06,811325340158.0
2024-04-02,7.924e-06,7.925e-06,6.85e-06,7.251e-06,650861501704.0
2024-04-03,7.251e-06,7.438e-06,6.6e-06,6.805e-06,486551461962.0
2024-04-04,6.805e-06,7.191e-06,6.611e-06,6.922e-06,327871761211.0
2024-04-05,6.922e-06,6.984e-06,6.35e-06,6.573e-06,418648433129.0
2024-04-06,6.573e-06,6.866e-06,6.542e-06,6.77e-06,202023309040.0
2024-04-07,6.77e-06,7.526e-06,6.726e-06,7.443e-06,458873139277.0
2024-04-08,7.443e-06,7.97e-06,7.2e-06,7.767e-06,535614572940.0
2024-04-09,7.767e-06,7.864e-06,6.929e-06,7.036e-06,342395259774.0
2024-04-10,7.036e-06,7.256e-06,6.673e-06,7.138e-06,444470673039.0
2024-04-11,7.138e-06,7.7e-06,6.82e-06,7.316e-06,745996281383.0
2024-04-12,7.316e-06,7.6e-06,4.73e-06,5.922e-06,1094521213422.0
2024-04-13,5.922e-06,6.046e-06,4.11e-06,5.046e-06,906502412959.0
2024-04-14,5.046e-06,5.799e-06,4.823e-06,5.443e-06,831678125078.0
2024-04-15,5.443e-06,5.812e-06,4.742e-06,5.093e-06,652828523235.0
2024-04-16,5.093e-06,5.56e-06,4.752e-06,5.404e-06,757454843682.0
2024-04-17,5.404e-06,5.483e-06,4.87e-06,4.914e-06,409218683314.0
2024-04-18,4.914e-06,5.288e-06,4.64e-06,5.084e-06,327684790139.0
2024-04-19,5.084e-06,5.46e-06,4.6e-06,5.133e-06,439720359013.0
2024-04-20,5.133e-06,5.887e-06,5.03e-06,5.815e-06,448187902185.0
2024-04-21,5.815e-06,6.232e-06,5.61e-06,5.958e-06,479416561300.0
2024-04-22,5.958e-06,7e-06,5.931e-06,6.874e-06,798116167033.0
2024-04-23,6.874e-06,7.888e-06,6.65e-06,7.679e-06,1312234177352.0
2024-04-24,7.679e-06,8.173e-06,7.056e-06,7.25e-06,989781188703.0
2024-04-25,7.25e-06,8.08e-06,6.95e-06,7.783e-06,798457225934.0
2024-04-26,7.783e-06,7.889e-06,7.24e-06,7.374e-06,455416121112.0
2024-04-27,7.374e-06,7.422e-06,6.682e-06,7.21e-06,501185253049.0
2024-04-28,7.21e-06,7.756e-06,7.143e-06,7.222e-06,524173905178.0
2024-04-29,7.222e-06,7.488e-06,6.795e-06,7.363e-06,701250837290.0
2024-04-30,7.363e-06,7.589e-06,6.35e-06,6.673e-06,710695122682.0
2024-05-01,6.673e-06,7.214e-06,5.921e-06,6.987e-06,1104317058910.0
2024-05-02,6.987e-06,7.874e-06,6.679e-06,7.549e-06,1364230066124.0
2024-05-03,7.549e-06,8.303e-06,7.455e-06,8.075e-06,1060661150160.0
2024-05-04,8.075e-06,8.987e-06,8.021e-06,8.669e-06,829706112882.0
2024-05-05,8.669e-06,8.797e-06,8.266e-06,8.524e-06,510313586677.0
2024-05-06,8.524e-06,9.172e-06,8.32e-06,8.34e-06,732256380755.0
2024-05-07,8.34e-06,8.637e-06,7.894e-06,7.906e-06,410492958752.0
2024-05-08,7.906e-06,8.252e-06,7.62e-06,7.959e-06,436989590773.0
2024-05-09,7.959e-06,8.75e-06,7.911e-06,8.539e-06,1370641565094.0
2024-05-10,8.539e-06,8.81e-06,8.16e-06,8.411e-06,862775706438.0
2024-05-11,8.411e-06,8.948e-06,8.384e-06,8.516e-06,631599804781.0
2024-05-12,8.516e-06,8.961e-06,8.496e-06,8.755e-06,1120274364182.0
2024-05-13,8.755e-06,1.1207e-05,8.303e-06,9.915e-06,1685449783495.0
2024-05-14,9.915e-06,1.149e-05,9.835e-06,1.0572e-05,1910541133633.0
2024-05-15,1.0572e-05,1.16e-05,9.952e-06,1.0501e-05,1288418673905.0
2024-05-16,1.0501e-05,1.0798e-05,9.61e-06,1.0049e-05,1050890717604.0
2024-05-17,1.0049e-05,1.0434e-05,9.8e-06,1.0176e-05,1151310131660.0
2024-05-18,1.0176e-05,1.0456e-05,9.238e-06,9.543e-06,854285419678.0
2024-05-19,9.543e-06,9.591e-06,8.901e-06,9.162e-06,536321027461.0
2024-05-20,9.162e-06,1.14e-05,8.963e-06,1.14e-05,2493221779657.0
2024-05-21,1.14e-05,1.4111e-05,1.08e-05,1.3832e-05,1925595037727.0
2024-05-22,1.3832e-05,1.43e-05,1.25e-05,1.3378e-05,587418506934.0
2024-05-23,1.3378e-05,1.5792e-05,1.2679e-05,1.4909e-05,1094320654419.0
2024-05-24,1.4909e-05,1.5154e-05,1.3429e-05,1.4146e-05,591966744501.0
2024-05-25,1.4146e-05,1.583e-05,1.412e-05,1.5082e-05,503138386279.0
2024-05-26,1.5082e-05,1.6383e-05,1.463e-05,1.6021e-05,565018912245.0
2024-05-27,1.6021e-05,1.7246e-05,1.602e-05,1.6702e-05,689928749366.0
2024-05-28,1.6702e-05,1.71e-05,1.562e-05,1.5989e-05,730452901760.0
2024-05-29,1.5989e-05,1.655e-05,1.4365e-05,1.477e-05,643779558493.0
2024-05-30,1.477e-05,1.5209e-05,1.3169e-05,1.4419e-05,708064424335.0
2024-05-31,1.4419e-05,1.6014e-05,1.4275e-05,1.5417e-05,773750081173.0
2024-06-01,1.5417e-05,1.58e-05,1.471e-05,1.4862e-05,566352958162.0
2024-06-02,1.4862e-05,1.5052e-05,1.391e-05,1.4623e-05,395257301008.0
2024-06-03,1.4623e-05,1.5493e-05,1.437e-05,1.4447e-05,430640821896.0
2024-06-04,1.4447e-05,1.4855e-05,1.4e-05,1.4353e-05,396716003124.0
2024-06-05,1.4353e-05,1.507e-05,1.4087e-05,1.4566e-05,539507574986.0
2024-06-06,1.4566e-05,1.52e-05,1.4216e-05,1.4351e-05,314798975872.0
2024-06-07,1.4351e-05,1.4523e-05,1.1088e-05,1.278e-05,410371861784.0
2024-06-08,1.278e-05,1.3215e-05,1.198e-05,1.2108e-05,298677455017.0
2024-06-09,1.2108e-05,1.295e-05,1.1864e-05,1.275e-05,282202934709.0
2024-06-10,1.275e-05,1.31e-05,1.2048e-05,1.2091e-05,197923053101.0
2024-06-11,1.2091e-05,1.2995e-05,1.122e-05,1.2739e-05,535056886065.0
2024-06-12,1.2739e-05,1.3908e-05,1.2114e-05,1.3206e-05,694959702128.0
2024-06-13,1.3206e-05,1.3331e-05,1.1725e-05,1.1905e-05,372547195753.0
2024-06-14,1.1905e-05,1.2261e-05,1.0578e-05,1.1369e-05,512232418274.0
2024-06-15,1.1369e-05,1.2276e-05,1.1336e-05,1.1852e-05,410969046768.0
2024-06-16,1.1852e-05,1.29e-05,1.146e-05,1.2315e-05,425179338913.0
2024-06-17,1.2315e-05,1.2424e-05,1.0712e-05,1.1165e-05,280696851656.0
2024-06-18,1.1165e-05,1.1229e-05,9.497e-06,1.0978e-05,457208964903.0
2024-06-19,1.0978e-05,1.2e-05,1.077e-05,1.1352e-05,262789780530.0
2024-06-20,1.1352e-05,1.223e-05,1.0874e-05,1.0996e-05,330993845900.0
2024-06-21,1.0996e-05,1.1719e-05,1.0572e-05,1.142e-05,304594264255.0
2024-06-22,1.142e-05,1.1634e-05,1.1183e-05,1.1409e-05,163490551419.0
2024-06-23,1.1409e-05,1.184e-05,1.083e-05,1.0914e-05,253417564240.0
2024-06-24,1.0914e-05,1.1328e-05,1e-05,1.1297e-05,372043484409.0
2024-06-25,1.1297e-05,1.3035e-05,1.1271e-05,1.2822e-05,944462148343.0
2024-06-26,1.2822e-05,1.3479e-05,1.2116e-05,1.2536e-05,274568121273.0
2024-06-27,1.2536e-05,1.2718e-05,1.2125e-05,1.2596e-05,251603290279.0
2024-06-28,1.2596e-05,1.2641e-05,1.1383e-05,1.1585e-05,240007743158.0
2024-06-29,1.1585e-05,1.1859e-05,1.127e-05,1.1314e-05,238605054069.0
2024-06-30,1.1314e-05,1.193e-05,1.083e-05,1.193e-05,283569767532.0
2024-07-01,1.193e-05,1.2158e-05,1.1319e-05,1.1426e-05,257182234443.0
2024-07-02,1.1426e-05,1.1638e-05,1.0978e-05,1.131e-05,288339526953.0
2024-07-03,1.131e-05,1.1344e-05,9.979e-06,1.0249e-05,308752990538.0
2024-07-04,1.0249e-05,1.037e-05,8.837e-06,8.93e-06,712514405358.0
2024-07-05,8.93e-06,9.177e-06,7.6e-06,8.88e-06,755626865527.0
2024-07-06,8.88e-06,9.9e-06,8.734e-06,9.726e-06,560708732550.0
2024-07-07,9.726e-06,9.89e-06,8.334e-06,8.404e-06,461117454052.0
2024-07-08,8.404e-06,9.513e-06,7.75e-06,9.171e-06,743647373091.0
2024-07-09,9.171e-06,9.586e-06,8.889e-06,9.08e-06,374359925931.0
2024-07-10,9.08e-06,9.441e-06,8.77e-06,9.209e-06,265751917066.0
2024-07-11,9.209e-06,9.769e-06,8.8e-06,8.899e-06,319024584428.0
2024-07-12,8.899e-06,8.98e-06,8.296e-06,8.689e-06,290068133673.0
2024-07-13,8.689e-06,8.924e-06,8.46e-06,8.702e-06,135541811713.0
2024-07-14,8.702e-06,9.351e-06,8.611e-06,9.202e-06,295348140221.0
2024-07-15,9.202e-06,1.1455e-05,9.131e-06,1.1322e-05,715400550977.0
2024-07-16,1.1322e-05,1.2667e-05,1.1111e-05,1.2365e-05,1194035376697.0
2024-07-17,1.2365e-05,1.2884e-05,1.152e-05,1.1674e-05,517052672854.0
2024-07-18,1.1674e-05,1.2222e-05,1.1236e-05,1.1645e-05,451776250322.0
2024-07-19,1.1645e-05,1.3034e-05,1.1295e-05,1.2694e-05,562451476516.0
2024-07-20,1.2694e-05,1.2759e-05,1.1926e-05,1.2215e-05,402727626310.0
2024-07-21,1.2215e-05,1.28e-05,1.1566e-05,1.2498e-05,500092337350.0
2024-07-22,1.2498e-05,1.267e-05,1.1728e-05,1.1885e-05,372928233365.0
2024-07-23,1.1885e-05,1.2743e-05,1.1597e-05,1.2532e-05,4697804357470.0
2024-07-24,1.2532e-05,1.315e-05,1.1979e-05,1.2205e-05,4655220694305.0
2024-07-25,1.2205e-05,1.2267e-05,1.084e-05,1.1481e-05,4567804417131.0
2024-07-26,1.1481e-05,1.2128e-05,1.1402e-05,1.203e-05,2516944246770.0
2024-07-27,1.203e-05,1.2495e-05,1.1586e-05,1.1908e-05,2229229291021.0
2024-07-28,1.1908e-05,1.197e-05,1.1559e-05,1.1748e-05,1154927651881.0
2024-07-29,1.1748e-05,1.2412e-05,1.1692e-05,1.1796e-05,2123899782465.0
2024-07-30,1.1796e-05,1.2033e-05,1.1033e-05,1.1313e-05,1155124737205.0
2024-07-31,1.1313e-05,1.1641e-05,1.0867e-05,1.1042e-05,1055855172134.0
2024-08-01,1.1042e-05,1.1144e-05,9.74e-06,1.0522e-05,2137171734765.0
2024-08-02,1.0522e-05,1.0603e-05,9.231e-06,9.333e-06,2277645627955.0
2024-08-03,9.333e-06,9.547e-06,8.292e-06,8.618e-06,2472210069302.0
2024-08-04,8.618e-06,8.78e-06,7.666e-06,8.1e-06,3303100395428.0
2024-08-05,8.1e-06,8.245e-06,5.854e-06,7.041e-06,11375982560947.0
2024-08-06,7.041e-06,8.182e-06,7.04e-06,7.738e-06,5034702071051.0
2024-08-07,7.738e-06,8.38e-06,7.262e-06,7.369e-06,4119278593916.0
2024-08-08,7.369e-06,8.89e-06,7.19e-06,8.766e-06,3924333077377.0
2024-08-09,8.766e-06,8.993e-06,8.314e-06,8.528e-06,2979877947122.0
2024-08-10,8.528e-06,8.71e-06,8.28e-06,8.436e-06,1090679477450.0
2024-08-11,8.436e-06,8.788e-06,7.65e-06,7.725e-06,1666331133143.0
2024-08-12,7.725e-06,8.52e-06,7.708e-06,8.227e-06,805148248023.0
2024-08-13,8.227e-06,8.364e-06,7.894e-06,8.186e-06,341269135787.0
2024-08-14,8.186e-06,8.462e-06,7.91e-06,8.007e-06,351704057387.0
