timestamp,open,high,low,close,volume
2024-03-14,2.65042,3.51,2.65042,3.16,4264235.18
2024-03-15,3.16,3.6,2.67003,2.82361,2901960.86
2024-03-16,2.82361,2.95,2.05004,2.22412,2033418.69
2024-03-17,2.22412,3.4,2.16282,3.03876,2787427.91
2024-03-18,3.03876,3.29,2.5,2.54949,3367434.73
2024-03-19,2.54949,2.75,2.08001,2.3141,3441145.89
2024-03-20,2.3141,2.75,1.95106,2.59387,2850158.57
2024-03-21,2.59387,2.62483,2.22479,2.2798,1050162.01
2024-03-22,2.2798,2.49008,2.12,2.23954,1107152.29
2024-03-23,2.23954,2.47717,2.14367,2.27498,733080.95
2024-03-24,2.27498,2.94444,2.22226,2.81667,962937.13
2024-03-25,2.81667,2.9888,2.62985,2.69014,1109551.73
2024-03-26,2.69014,3.4,2.6501,3.24589,1369522.05
2024-03-27,3.24589,3.45,2.9856,3.05067,1079527.84
2024-03-28,3.05067,4.0,2.91196,3.75219,2183825.86
2024-03-29,3.75219,4.266,3.50114,3.91567,2140566.86
2024-03-30,3.91567,4.65,3.91567,4.26474,1623627.62
2024-03-31,4.26474,4.87998,4.177,4.58044,1035101.67
2024-04-01,4.58044,4.64988,3.94973,4.21412,1176341.79
2024-04-02,4.21412,4.23679,3.58337,3.84315,1266663.49
2024-04-03,3.84315,4.2183,3.6,3.63295,838335.39
2024-04-04,3.63295,4.03804,3.47352,3.55209,695932.57
2024-04-05,3.55209,3.60433,3.17325,3.22209,909456.24
2024-04-06,3.22209,3.60822,3.19,3.56039,545528.88
2024-04-07,3.56039,3.92,3.45686,3.75844,750311.85
2024-04-08,3.75844,4.36,3.63219,4.2061,1079226.49
2024-04-09,4.2061,4.22156,3.5315,3.58956,903246.18
2024-04-10,3.58956,3.81,3.3,3.62181,1135650.28
2024-04-11,3.62181,3.93995,3.43059,3.45616,670782.62
2024-04-12,3.45616,3.559,2.43169,2.65867,1664618.8
2024-04-13,2.65867,2.88345,1.96006,2.32554,3157852.14
2024-04-14,2.32554,3.10034,2.24539,3.06327,3806510.8
2024-04-15,3.0632,3.15,2.4628,2.745,1202039.22
2024-04-16,2.745,2.7935,2.4107,2.6802,2080450.75
2024-04-17,2.6802,2.841,2.3278,2.423,1202166.44
2024-04-18,2.423,2.75,2.2476,2.5868,1115315.79
2024-04-19,2.5868,3.0754,2.2517,2.921,1663796.15
2024-04-20,2.921,3.0908,2.7164,3.0269,894216.1
2024-04-21,3.0269,3.211,2.898,2.9508,819503.4
2024-04-22,2.9508,3.0765,2.7845,2.9087,894322.91
2024-04-23,2.9087,3.1158,2.7436,3.0147,1206715.45
2024-04-24,3.0147,3.5599,2.9769,3.0975,1598150.01
2024-04-25,3.0975,3.3487,2.8462,3.1518,2327181.74
2024-04-26,3.1518,3.1812,2.8216,2.8472,962667.37
2024-04-27,2.8472,2.8781,2.6123,2.7672,1357704.5
2024-04-28,2.7672,2.8638,2.6292,2.65,1165666.42
2024-04-29,2.65,2.81,2.5526,2.7681,654641.7
2024-04-30,2.7681,2.8029,2.3243,2.4991,1197225.44
2024-05-01,2.4991,2.71,2.2666,2.6138,1491371.56
2024-05-02,2.6138,2.8481,2.5009,2.7327,767553.72
2024-05-03,2.7327,3.1585,2.7236,3.11,1113215.67
2024-05-04,3.11,3.49,3.002,3.3936,1117122.82
2024-05-05,3.3936,3.499,3.1733,3.2202,853867.74
2024-05-06,3.2202,3.724,3.2115,3.3621,1110210.48
2024-05-07,3.3621,3.5736,2.9974,3.0288,1445529.39
2024-05-08,3.0288,3.0288,2.7377,2.779,1104253.51
2024-05-09,2.779,3.181,2.7758,3.1231,1048555.54
2024-05-10,3.1231,3.2534,2.9029,2.9756,883477.15
2024-05-11,2.9756,3.15,2.9756,3.0065,438568.53
2024-05-12,3.0065,3.0603,2.93,2.971,433616.48
2024-05-13,2.971,3.42,2.7591,3.0094,1519204.67
2024-05-14,3.0094,3.1579,2.7678,2.7846,1075736.99
2024-05-15,2.7846,3.0935,2.7614,3.0489,1185668.36
2024-05-16,3.0489,3.1452,2.75,2.8419,803533.55
2024-05-17,2.8419,2.95,2.76,2.7922,888532.05
2024-05-18,2.7922,2.8341,2.51,2.5559,1153099.82
2024-05-19,2.5559,2.6267,2.421,2.5314,657730.8
2024-05-20,2.5314,2.8722,2.5,2.824,1654577.89
2024-05-21,2.824,2.9,2.66,2.752,1162056.65
2024-05-22,2.752,3.272,2.7291,3.0338,1816498.04
2024-05-23,3.0338,3.0552,2.7,2.924,1093507.93
2024-05-24,2.924,2.9389,2.72,2.8701,670332.8
2024-05-25,2.8701,3.095,2.8427,3.0921,693263.86
2024-05-26,3.0921,3.272,2.921,2.9516,960821.58
2024-05-27,2.9516,3.48,2.943,3.3995,1687845.18
2024-05-28,3.3995,3.84,3.168,3.7768,1810561.02
2024-05-29,3.7768,4.0775,3.6701,3.676,1529303.03
2024-05-30,3.676,3.8,3.3171,3.3669,1329955.68
2024-05-31,3.3669,3.5555,3.1817,3.3052,780575.27
2024-06-01,3.3052,3.4503,3.2633,3.2771,624743.66
2024-06-02,3.2771,3.3519,3.1011,3.1999,860774.0
2024-06-03,3.1999,3.5134,3.0742,3.2666,998528.03
2024-06-04,3.2666,3.5017,3.204,3.4058,694553.58
2024-06-05,3.4058,3.585,3.3591,3.3933,1012902.76
2024-06-06,3.3933,3.4508,3.2217,3.2321,708899.43
2024-06-07,3.2321,3.3399,2.5372,2.86,1081649.47
2024-06-08,2.86,2.95,2.6511,2.7074,497605.45
2024-06-09,2.7074,2.8295,2.6451,2.7739,403254.66
2024-06-10,2.7739,2.901,2.6459,2.6927,554144.82
2024-06-11,2.6927,2.73,2.4,2.5459,1044913.68
2024-06-12,2.5459,2.91,2.4384,2.6658,773875.64
2024-06-13,2.6658,2.6658,2.3588,2.3859,706970.75
2024-06-14,2.3859,2.5277,2.2099,2.3408,719283.73
2024-06-15,2.3408,2.461,2.3086,2.4197,448520.32
2024-06-16,2.4197,2.6349,2.3642,2.6076,513847.28
2024-06-17,2.6076,2.6437,2.2293,2.3051,775968.1
2024-06-18,2.3051,2.3255,1.8837,2.0663,1125172.02
