timestamp,open,high,low,close,volume
2025-04-14,0.05,1.0,0.05,0.3254,29520680.13
2025-04-15,0.3254,0.3394,0.2233,0.2354,13889453.63
2025-04-16,0.2354,0.319,0.2274,0.2556,11007882.77
2025-04-17,0.2556,0.2794,0.2126,0.2132,6880906.11
2025-04-18,0.2132,0.2181,0.1882,0.1962,5852588.55
2025-04-19,0.1962,0.2236,0.1845,0.2173,4618711.66
2025-04-20,0.2173,0.2195,0.1995,0.2033,4795450.84
2025-04-21,0.2033,0.216,0.1902,0.1914,3458916.72
2025-04-22,0.1914,0.1986,0.1815,0.1948,2409610.51
2025-04-23,0.1948,0.2147,0.1924,0.205,4337083.08
2025-04-24,0.205,0.211,0.1544,0.1739,9225065.07
2025-04-25,0.1739,0.18,0.1672,0.1711,3075503.24
2025-04-26,0.1711,0.186,0.1695,0.18,2998169.85
2025-04-27,0.18,0.189,0.1719,0.176,4501472.9
2025-04-28,0.176,0.1811,0.1654,0.1788,1738827.58
2025-04-29,0.1788,0.1876,0.17,0.1729,3515724.74
2025-04-30,0.1729,0.1819,0.1708,0.1797,3995703.08
2025-05-01,0.1797,0.1893,0.1742,0.181,3224011.35
2025-05-02,0.181,0.1814,0.1712,0.1753,1986146.73
2025-05-03,0.1753,0.1832,0.1608,0.166,3003864.27
2025-05-04,0.166,0.1675,0.148,0.1595,3728706.63
2025-05-05,0.1595,0.1651,0.1552,0.1578,3069588.15
2025-05-06,0.1578,0.1613,0.1379,0.1445,5130565.97
2025-05-07,0.1445,0.1473,0.1351,0.1422,3069115.32
2025-05-08,0.1422,0.1555,0.1419,0.1532,3625144.62
2025-05-09,0.1532,0.1726,0.152,0.1723,7266925.38
2025-05-10,0.1723,0.1838,0.1612,0.1836,7385080.95
2025-05-11,0.1836,0.1885,0.1667,0.1777,8581290.0
2025-05-12,0.1777,0.1917,0.169,0.183,8247568.69
2025-05-13,0.183,0.1915,0.1688,0.1856,4768989.18
