,timestamp,BTC/USDT_open,BTC/USDT_high,BTC/USDT_low,BTC/USDT_close,BTC/USDT_volume,BTC/USDT_zscore
72,2024-05-15,61577.5,66438.01,61333.0,66206.5,8601.057549,2.0964570213061315
73,2024-05-16,66206.5,66750.5,64613.44,65235.2,8910.99095,1.4622318182937633
74,2024-05-17,65235.2,67451.0,65110.0,67024.0,8512.076037,2.0321440309109637
75,2024-05-18,67024.0,67380.78,66600.59,66915.2,6087.924014,1.7333815842283558
76,2024-05-19,66915.2,67699.99,65875.26,66274.01,6195.450808,1.3487379779794242
77,2024-05-20,66274.01,71510.0,66060.31,71446.62,10866.650745,2.5917539808513443
78,2024-05-21,71446.62,71978.99,69167.09,70148.33,11041.156842,1.9166629237097792
79,2024-05-22,70148.33,70662.0,68846.85,69166.62,10675.393505,1.4637732389197646
80,2024-05-23,69166.62,70090.77,66302.4,67982.0,11829.395064,0.9891002201930442
81,2024-05-24,67982.0,69244.0,66614.56,68550.0,10144.814874,1.0603889600082748
82,2024-05-25,68550.0,69600.0,68500.0,69290.56,7467.174828,1.160585138002403
83,2024-05-26,69290.56,69558.46,68140.0,68507.67,6644.980577,0.8482880682688583
84,2024-05-27,68507.67,70721.88,68252.99,69436.4,9814.059044,1.0077694637881927
85,2024-05-28,69436.4,69591.81,67279.85,68398.37,11741.84683,0.6346094449470299
86,2024-05-29,68398.37,68930.0,67130.0,67652.42,9846.849612,0.35244054914838246
87,2024-05-30,67652.42,69500.0,67132.4,68352.17,10055.479496,0.4898545118981918
88,2024-05-31,68352.17,69037.99,66672.53,67548.01,8654.891722,0.12780110869593192
89,2024-06-01,67548.01,67895.76,67440.81,67766.84,4287.091769,0.10664022279688584
90,2024-06-02,67766.84,68460.0,67275.0,67765.63,6287.886313,0.0016814415242738393
91,2024-06-03,67765.63,70287.99,67612.49,68809.89,10760.260128,0.4777595225626803
92,2024-06-04,68809.89,71063.44,68567.32,70537.83,10901.699242,1.5070830489358786
93,2024-06-05,70537.83,71758.0,70390.35,71107.99,11839.457781,1.7803923856644142
94,2024-06-06,71107.99,71660.86,70117.65,70799.06,12425.06748,1.3961681244937891
95,2024-06-07,70799.06,71990.0,68443.8,69355.6,13956.221043,0.3052267627578892
96,2024-06-08,69355.6,69582.2,69171.94,69310.47,6313.327942,0.1795350506305214
97,2024-06-09,69310.47,69857.34,69130.25,69648.14,6485.903641,0.6019307842182022
98,2024-06-10,69648.14,70195.94,69172.29,69540.06,11577.473221,0.5422438159898672
99,2024-06-11,69540.06,69590.01,66051.0,67314.24,20543.872966,-1.4235563685264316
100,2024-06-12,67314.24,69999.0,66905.0,68263.99,19455.487433,-0.5803364606764654
101,2024-06-13,68263.99,68478.21,66270.0,66773.01,22923.842415,-1.7111574257657105
102,2024-06-14,66773.01,67370.24,65078.01,66043.98,14963.16245,-1.9518340085815715
103,2024-06-15,66043.98,66478.48,65859.5,66228.25,6070.66063,-1.6012128445192895
104,2024-06-16,66228.25,66983.08,66038.48,66676.87,6532.287062,-1.1609362699124137
105,2024-06-17,66676.87,67295.7,65130.63,66504.33,13794.671469,-1.1668735355904152
106,2024-06-18,66504.33,66588.23,64066.01,65175.32,12649.455109,-1.779495576573462
107,2024-06-19,65175.32,65727.53,64672.0,64974.38,7009.537365,-1.6566392671181052
108,2024-06-20,64974.38,66482.94,64563.72,64869.98,6436.620578,-1.5327197599255977
109,2024-06-21,64869.98,65066.66,63393.81,64143.55,7684.644915,-1.6660687969997534
110,2024-06-22,64143.55,64544.1,63943.82,64262.0,2670.718459,-1.4380497119498896
111,2024-06-23,64262.0,64521.0,63178.41,63208.32,3389.083897,-1.654369156970489
112,2024-06-24,63208.32,63369.8,58450.06,60293.29,11949.759165,-2.330206198908584
113,2024-06-25,60293.29,62405.97,60257.06,61806.01,8292.756522,-1.6099761740257745
114,2024-06-26,61806.01,62486.24,60712.42,60864.99,6521.122478,-1.7493131242737447
115,2024-06-27,60864.99,62389.22,60607.1,61706.46,7073.273775,-1.3094499378396702
116,2024-06-28,61706.46,62215.94,60063.0,60427.83,7923.721931,-1.5799752795989344
117,2024-06-29,60427.83,61224.0,60389.51,60986.67,4504.956932,-1.275790562428198
118,2024-06-30,60986.67,63047.99,60712.21,62772.0,8546.879829,-0.554924979101598
119,2024-07-01,62772.0,63861.76,62499.0,62906.0,10189.997189,-0.43080350819128727
120,2024-07-02,62906.0,63288.83,61807.55,62135.47,8247.695436,-0.6786884368422201
121,2024-07-03,62135.47,62285.94,59400.01,60208.58,10877.676947,-1.4025122757427815
122,2024-07-04,60208.58,60498.19,56771.0,57050.01,13736.925701,-2.3065314179970713
123,2024-07-05,57050.01,57540.85,53535.0,56628.79,15613.69543,-2.0932305204090933
124,2024-07-06,56628.79,58471.1,56018.0,58230.26,13392.960534,-1.3799792348233126
125,2024-07-07,58230.26,58449.46,55731.11,55857.8,13747.610602,-1.9848827374520086
126,2024-07-08,55857.8,58227.37,54287.0,56714.61,14248.428909,-1.505863112866744
127,2024-07-09,56714.61,58280.01,56289.46,58049.99,12827.426691,-0.9447442342952296
128,2024-07-10,58049.99,59450.0,57167.77,57725.84,9013.03643,-0.9730379558266296
129,2024-07-11,57725.84,59620.0,57064.15,57339.88,10305.508151,-1.0229749396104628
130,2024-07-12,57339.88,58520.21,56546.01,57889.11,11710.355968,-0.7335519675459768
131,2024-07-13,57889.11,59850.0,57762.0,59204.01,7258.976108,-0.1055323523550541
132,2024-07-14,59204.01,61419.92,59198.0,60797.91,9488.98517,0.5928818623426816
133,2024-07-15,60797.91,64900.0,60639.28,64724.13,11759.786355,2.0537514230901275
134,2024-07-16,64724.13,65387.0,62379.8,65038.82,12238.829807,1.8906459946260585
135,2024-07-17,65038.82,66113.62,63858.0,64088.0,10749.460591,1.4335888634604022
136,2024-07-18,64088.0,65128.03,63238.48,63987.91,10194.427493,1.2766967146156534
137,2024-07-19,63987.91,67386.07,63300.67,66660.0,8238.3331,1.860236137191443
138,2024-07-20,66660.0,67593.0,66227.83,67139.96,4910.715544,1.7836256911033708
139,2024-07-21,67139.96,68366.72,65777.88,68165.34,8824.967418,1.8199549098818986
140,2024-07-22,68165.34,68474.54,66569.99,67532.01,10808.566745,1.4962154725845718
141,2024-07-23,67532.01,67750.98,65441.38,65936.01,15235.616695,1.0250234432108924
142,2024-07-24,65936.01,67102.01,65113.63,65376.0,9752.25405,0.8105673127902223
143,2024-07-25,65376.0,66160.38,63459.34,65799.94,12344.156733,0.8210568177428021
144,2024-07-26,65799.94,68200.01,65722.63,67907.99,8952.036629,1.1863722288601157
145,2024-07-27,67907.99,69399.99,66653.87,67888.47,9673.102066,1.0886830849326217
146,2024-07-28,67888.47,68318.43,67070.34,68249.88,6693.293576,1.0841184723950288
147,2024-07-29,68249.88,70077.0,66439.85,66784.69,10778.511784,0.6361108385291557
148,2024-07-30,66784.69,67000.0,65315.49,66188.01,9775.431281,0.3983149014613843
149,2024-07-31,66188.01,66849.24,64530.0,64632.0,10550.044185,-0.19527811198010236
150,2024-08-01,64632.0,65656.01,62302.0,65354.01,13486.202069,-0.09337789587450557
151,2024-08-02,65354.01,65596.14,61232.49,61498.34,13596.72531,-2.040993837007366
152,2024-08-03,61498.34,62196.35,59850.0,60697.99,12225.771158,-2.413669513853942
153,2024-08-04,60697.99,61114.91,57172.0,58160.99,10803.884798,-2.703325604996895
154,2024-08-05,58160.99,58305.59,49039.29,53989.98,17426.589314,-2.9370541907935164
155,2024-08-06,53989.98,57040.82,53956.01,56023.07,14691.558897,-2.0073413075509268
156,2024-08-07,56023.07,57707.22,54558.62,55130.01,12160.08526,-1.8939351177324428
157,2024-08-08,55130.01,62740.58,54734.0,61688.04,9889.267284,-0.4350830322094157
158,2024-08-09,61688.04,61741.25,59535.01,60828.0,11176.238566,-0.5561428841593572
159,2024-08-10,60828.0,61470.58,60250.0,60923.52,9571.456282,-0.46820823091396613
160,2024-08-11,60923.52,61856.64,58300.0,58712.59,11713.926762,-0.8679838551447007
161,2024-08-12,58712.59,60700.12,57650.0,59346.64,13798.667123,-0.6546914031528877
162,2024-08-13,59346.64,61570.0,58416.26,60587.16,15500.867646,-0.32551151851825383
163,2024-08-14,60587.16,61794.61,58434.05,58683.4,15213.241179,-0.6825782956821211
164,2024-08-15,58683.4,59849.37,56103.63,57547.74,16730.89134,-0.8571106632751296
165,2024-08-16,57547.74,59817.76,57093.02,58874.6,16408.924189,-0.4656100365562495
166,2024-08-17,58874.6,59700.0,58795.8,59492.0,9045.482201,-0.21944818556148796
167,2024-08-18,59492.0,60284.99,58418.61,58425.0,11271.629339,-0.44929088163000036
168,2024-08-19,58425.0,59610.96,57796.98,59438.51,14881.399355,-0.022803225135511297
169,2024-08-20,59438.51,61390.0,58548.59,59013.8,15795.942597,-0.08299921625370246
170,2024-08-21,59013.8,61820.01,58780.0,61156.02,15799.998986,1.0239273076447573
171,2024-08-22,61156.02,61400.0,59727.42,60375.84,18459.773064,0.6968997420904521
172,2024-08-23,60375.84,64955.0,60342.14,64037.24,15764.804558,2.1294566420736203
173,2024-08-24,64037.24,64491.0,63557.45,64157.21,13351.896285,1.8546643220088854
174,2024-08-25,64157.21,64999.0,63785.0,64220.0,12192.146571,1.7643877478644394
175,2024-08-26,64220.0,64481.1,62801.0,62837.01,20874.525965,1.1009654559410431
176,2024-08-27,62837.01,63212.0,58035.0,59415.09,25376.665598,-0.5351977651682135
177,2024-08-28,59415.09,60231.09,57861.54,59034.9,27217.807101,-0.6573046969253507
178,2024-08-29,59034.9,61164.87,58715.2,59362.01,30548.212274,-0.4560339566332086
179,2024-08-30,59362.01,59942.9,57705.92,59124.0,26480.953577,-0.526804428740051
180,2024-08-31,59124.0,59462.38,58743.4,58973.99,16028.655525,-0.6100163856884617
181,2024-09-01,58973.99,59076.59,57205.0,57301.91,26799.452554,-1.3252783792292064
182,2024-09-02,57301.91,59425.69,57128.0,59132.13,28884.318577,-0.4233862715704641
183,2024-09-03,59132.13,59809.65,57415.04,57487.73,23107.446222,-1.140359383801262
184,2024-09-04,57487.73,58519.0,55608.51,57970.89,8561.601193,-0.937987004379238
185,2024-09-05,57970.89,58327.07,55643.66,56180.01,8888.77785,-1.5940182437319066
186,2024-09-06,56180.01,57007.99,52549.99,53963.01,12451.86518,-2.113927036073232
187,2024-09-07,53963.01,54849.99,53746.01,54160.87,4172.522592,-1.7868953897755175
188,2024-09-08,54160.87,55316.03,53629.0,54869.94,4668.395513,-1.3850989012646724
189,2024-09-09,54869.94,58050.0,54591.96,57042.0,9476.442002,-0.6409389813940002
190,2024-09-10,57042.0,58044.37,56400.0,57635.99,9562.907816,-0.3973209786849929
191,2024-09-11,57635.99,57981.71,55550.0,57338.0,11222.629618,-0.44509998710257437
192,2024-09-12,57338.0,58576.0,57324.0,58132.32,9871.636031,-0.10084989381332414
193,2024-09-13,58132.32,60625.0,57632.62,60497.5,10767.07258,0.893080407790678
194,2024-09-14,60497.5,60610.0,59400.01,59993.03,5737.486786,0.9133909898070922
195,2024-09-15,59993.03,60381.5,58691.07,59132.01,6425.852223,0.6957564548538054
196,2024-09-16,59132.01,59210.7,57490.0,58213.99,13596.820332,0.23911433785375633
197,2024-09-17,58213.99,61318.62,57612.0,60313.99,15571.321778,1.3057352908240343
198,2024-09-18,60313.99,61786.24,59174.81,61756.0,15160.983593,1.8395556541162634
199,2024-09-19,61756.0,63850.0,61555.01,62947.99,15263.977121,2.0533010401463305
200,2024-09-20,62947.99,64133.32,62350.0,63201.05,15754.466162,1.8668950497417685
201,2024-09-21,63201.05,63559.89,62758.58,63348.97,5184.22117,1.6696617987428417
202,2024-09-22,63348.97,64000.0,62360.0,63578.0,6820.8332,1.5569339470136454
203,2024-09-23,63578.0,64745.87,62562.62,63339.99,14302.311504,1.3203355961814929
204,2024-09-24,63339.99,64688.0,62730.18,64262.7,13166.560562,1.4308326354093404
205,2024-09-25,64262.7,64814.0,62947.08,63152.01,9696.193632,0.9929719328370843
206,2024-09-26,63152.01,65832.0,62670.0,65174.0,13507.309911,1.4759220892747835
207,2024-09-27,65174.0,66490.41,64819.9,65769.95,11456.468919,1.548259823235325
208,2024-09-28,65769.95,66256.66,65422.23,65858.0,5085.510954,1.4816400055079506
209,2024-09-29,65858.0,66076.14,65432.1,65602.01,5287.002689,1.2763713567178256
210,2024-09-30,65602.01,65618.8,62860.04,63327.59,13678.585074,0.403879349166641
211,2024-10-01,63327.59,64130.3,60164.01,60806.81,19873.79835,-0.6604947107618738
212,2024-10-02,60806.81,62366.65,60000.0,60649.24,17157.309346,-0.8360086462139404
213,2024-10-03,60649.24,61477.19,59845.45,60752.71,14593.963982,-0.8000661713128944
214,2024-10-04,60752.71,62484.85,60459.9,62085.99,13159.815616,-0.265025659075214
215,2024-10-05,62085.99,62370.56,61689.26,62058.01,6574.740565,-0.37175811579294826
216,2024-10-06,62058.01,62970.0,61800.0,62819.9,6980.492323,-0.12886804684801756
217,2024-10-07,62819.9,64472.1,62128.01,62224.0,14825.744875,-0.5700770462395212
218,2024-10-08,62224.0,63200.1,61868.81,62160.49,13175.911528,-0.6286778616056883
219,2024-10-09,62160.49,62543.8,60306.1,60636.02,11316.123185,-1.430454526686904
220,2024-10-10,60636.02,61320.0,58949.09,60326.4,12279.736378,-1.4391136919595893
221,2024-10-11,60326.4,63417.54,60088.54,62540.0,13159.186099,-0.17720092210985083
222,2024-10-12,62540.0,63480.0,62487.22,63206.22,6504.426066,0.20727794205283748
223,2024-10-13,63206.22,63285.74,62049.99,62870.02,8608.276112,0.03151133443043387
224,2024-10-14,62870.02,66500.0,62456.25,66084.0,15301.619631,1.677166109672967
225,2024-10-15,66084.0,67949.98,64800.05,67074.14,15590.672214,1.8804789239448987
226,2024-10-16,67074.14,68415.18,66750.48,67620.0,12599.915808,1.9103577048886635
227,2024-10-17,67620.0,67939.41,66669.0,67421.79,10391.691822,1.6979106475861503
228,2024-10-18,67421.79,69000.0,67192.36,68428.0,10955.39042,1.901475376995093
229,2024-10-19,68428.0,68693.26,68010.0,68378.0,3952.897226,1.7077922321682717
230,2024-10-20,68378.0,69400.0,68100.0,69031.99,4729.51277,1.6878815038818014
231,2024-10-21,69031.99,69519.52,66840.67,67377.5,9318.537036,1.0382431926993838
232,2024-10-22,67377.5,67836.03,66579.99,67426.0,8451.05769,0.9553388231499338
233,2024-10-23,67426.0,67472.82,65260.0,66668.65,10063.195407,0.629222708050743
234,2024-10-24,66668.65,68850.0,66511.08,68198.28,8683.094346,1.039775404138013
235,2024-10-25,68198.28,68771.49,65599.0,66698.33,9327.017644,0.46473200005430415
236,2024-10-26,66698.33,67450.0,66443.47,67092.75,5237.054236,0.5349262330534442
237,2024-10-27,67092.75,68332.03,66917.0,68021.7,4791.262861,0.7775872295015483
238,2024-10-28,68021.7,70269.51,67617.99,69962.21,9336.947108,1.3358360980686321
239,2024-10-29,69962.21,73620.1,69760.0,72736.41,10834.850677,2.0945890260515845
240,2024-10-30,72736.41,72953.01,71436.11,72344.74,10310.485678,1.8688060386696652
241,2024-10-31,72344.74,72700.0,69685.76,70292.01,8775.197875,1.0131573542634107
242,2024-11-01,70292.01,71632.83,68821.96,69496.01,11823.372792,0.6136974372395207
243,2024-11-02,69496.01,69914.0,69023.16,69374.75,6431.633769,0.4947726883057421
244,2024-11-03,69374.75,69391.01,67478.73,68776.0,11287.114447,0.09095349452156153
245,2024-11-04,68776.0,69500.0,66835.0,67850.01,14800.958162,-0.4831107605290133
246,2024-11-05,67850.01,70550.0,67476.63,69372.0,15980.933596,0.37523977491818694
247,2024-11-06,69372.0,76399.96,69295.92,75571.99,24170.249239,2.8827895074718004
248,2024-11-07,75571.99,76836.02,74416.95,75857.9,13867.347724,2.368387742404123
249,2024-11-08,75857.9,77196.3,75566.52,76509.77,8883.195649,2.1371640624615718
250,2024-11-09,76509.77,76900.0,75714.66,76683.17,3734.688795,1.863870902606103
251,2024-11-10,76683.17,81496.66,76380.0,80372.02,13206.696907,2.3446960422465084
252,2024-11-11,80372.02,89529.4,80216.02,88647.99,14264.195163,2.999495177671709
253,2024-11-12,88647.99,89933.08,85075.99,87952.01,16562.30068838,2.31102181970504
254,2024-11-13,87952.01,93260.0,86128.0,90375.2,16627.09098047,2.190644808605715
255,2024-11-14,90375.2,91789.19,86668.23,87313.93,8577.75209285,1.5665951761683121
256,2024-11-15,87313.93,91850.0,87080.0,91032.08,8571.00044153,1.775745992270875
257,2024-11-16,91032.08,91777.0,90056.17,90558.66,4307.58132464,1.5210323620155781
258,2024-11-17,90558.66,91449.99,88722.0,89839.54,5219.58247115,1.2870452050371792
259,2024-11-18,89839.54,92585.65,89376.91,90464.07,5882.27789557,1.2192278383159605
260,2024-11-19,90464.07,93904.33,90360.01,92292.02,6534.04485949,1.2726726727424917
261,2024-11-20,92292.02,94830.0,91500.0,94284.0,6445.941271,1.3335517027429598
262,2024-11-21,94284.0,98987.0,94040.0,98317.12,7602.61746339,1.5662323702109273
263,2024-11-22,98317.12,99588.01,97132.0,98892.0,4843.68223563,1.4659178645468032
264,2024-11-23,98892.0,98908.86,97136.0,97672.4,3694.46996592,1.2344179062541372
265,2024-11-24,97672.4,98555.0,95734.78,97900.01,3244.43903062,1.1835489350174635
266,2024-11-25,97900.01,98871.8,92611.86,93018.97,7432.21817185,0.559847322965015
267,2024-11-26,93018.97,94972.4,90791.13,91965.16,6497.88820608,0.345722114627596
268,2024-11-27,91965.16,97208.21,91792.14,95863.12,9496.18018258,0.8255622932008702
269,2024-11-28,95863.12,96564.0,94640.0,95643.97,9872.55541859,0.7363609832453075
270,2024-11-29,95643.97,98619.99,95364.99,97460.01,8612.00588688,1.0674438563895559
271,2024-11-30,97460.01,97463.95,96092.01,96407.99,4571.59970941,0.8305759850963816
272,2024-12-01,96407.99,97836.0,95693.88,97185.17,9115.36369784,0.942052084465281
273,2024-12-02,97185.17,98129.97,94400.0,95840.61,22795.74963182,0.5012066513636696
274,2024-12-03,95840.61,96300.0,93580.0,95849.68,19113.94939729,0.4365762125423931
275,2024-12-04,95849.68,99000.0,94587.83,98608.0,21608.63837278,1.2081436797517935
276,2024-12-05,98608.0,104000.0,91500.0,96945.63,30831.4624779,0.5831561556154751
277,2024-12-06,96945.63,101892.31,95997.88,99740.84,29304.45317277,1.413728030651517
278,2024-12-07,99740.84,100439.18,98849.51,99831.99,12844.71168307,1.3742688659584397
279,2024-12-08,99831.99,101351.0,98663.98,101109.59,6994.17756237,1.7574071384298915
280,2024-12-09,101109.59,101215.93,94166.19,97276.62,21292.03267049,0.12680838778927928
281,2024-12-10,97276.62,98270.0,94263.89,96593.0,25833.0746196,-0.2368096205127019
282,2024-12-11,96593.0,101888.0,95658.37,101119.99,16305.31546053,1.6601457069431231
283,2024-12-12,101119.99,102523.99,99311.65,100004.29,21339.05329343,1.1320044165924936
284,2024-12-13,100004.29,101893.93,99205.0,101424.24,11696.60949758,1.5375255592743342
285,2024-12-14,101424.24,102650.0,100609.41,101419.99,15773.73403021,1.3876246760101785
286,2024-12-15,101419.99,105236.01,101237.14,104463.99,4203.36649714,2.1647486899122685
287,2024-12-16,104463.99,107793.07,103333.17,106058.65,13381.17374608,2.3855828719338237
288,2024-12-17,106058.65,108341.65,105327.84,106133.89,16653.72604854,2.0279313821858933
289,2024-12-18,106133.89,106515.87,100000.99,100204.02,15347.53110941,0.16403257785621556
290,2024-12-19,100204.02,102800.01,95700.01,97461.87,18644.12987284,-0.7008318664200317
291,2024-12-20,97461.87,98233.0,92280.1,97805.43,18965.90240265,-0.6266058029448489
292,2024-12-21,97805.43,99540.61,96398.39,97292.0,14201.71573326,-0.7946033170835891
293,2024-12-22,97292.0,97448.08,94250.35,95186.27,6848.41133564,-1.4406439823697952
294,2024-12-23,95186.27,96538.86,92520.01,94881.47,16864.59965174,-1.4892230859747084
295,2024-12-24,94881.47,99486.08,93569.03,98663.58,12074.86103253,-0.3159338347352283
296,2024-12-25,98663.58,99568.98,97632.02,99429.6,8840.29223619,-0.11896304240433467
297,2024-12-26,99429.6,99963.7,95199.14,95791.6,7691.45291206,-1.162905274773532
298,2024-12-27,95791.6,97521.58,93503.0,94299.02,10957.49859362,-1.4425408889701943
299,2024-12-28,94299.02,95724.49,94135.66,95300.01,5503.79013591,-1.0468131839551607
300,2024-12-29,95300.01,95339.99,93015.99,93738.2,5099.10492712,-1.3673347326762846
301,2024-12-30,93738.2,95024.5,91532.58,92792.04,17570.99719338,-1.4852225068659672
302,2024-12-31,92792.04,96249.99,92033.73,93576.01,13200.77973745,-1.1590982271699344
303,2025-01-01,93576.01,95151.02,92900.0,94591.79,6806.06116436,-0.8309858995738463
304,2025-01-02,94591.79,97839.5,94392.0,96984.79,8077.9849039,-0.2017679611339346
305,2025-01-03,96984.79,98976.91,96100.01,98174.18,6908.9163942,0.1341811390258828
306,2025-01-04,98174.18,98777.83,97514.79,98220.51,3395.10212414,0.24503692484139913
307,2025-01-05,98220.51,98836.85,97276.8,98363.61,2386.10447707,0.4699288930341121
308,2025-01-06,98363.61,102477.11,97920.0,102235.6,11298.23425593,2.2196782320232233
309,2025-01-07,102235.6,102702.85,96181.98,96954.6,12866.68245838,0.1573456019430429
310,2025-01-08,96954.6,97268.65,92550.0,95068.15,18605.09124837,-0.5955189947609162
311,2025-01-09,95068.15,95382.32,91213.2,92552.49,15319.08138683,-1.4714550317627473
312,2025-01-10,92552.49,95813.6,92225.0,94726.1,11124.23566684,-0.5424872211467315
313,2025-01-11,94726.1,95044.0,93837.72,94599.99,3057.60701206,-0.5780186796329292
314,2025-01-12,94599.99,95450.1,93711.19,94545.06,3377.41866203,-0.5910313613034889
315,2025-01-13,94545.06,95931.43,89300.0,94536.1,7525.13792474,-0.5247617477318307
316,2025-01-14,94536.1,97371.0,94347.18,96560.86,4855.55921053,0.3807469154318658
317,2025-01-15,96560.86,100681.92,96500.0,100497.35,1856.4273841,1.7959151222416423
318,2025-01-16,100497.35,100862.07,97341.06,99987.29,4241.48968257,1.415510233723913
319,2025-01-17,99987.29,105851.16,99950.77,104077.47,11683.57717492,2.3315353212903767
320,2025-01-18,104077.47,104988.88,102277.64,104556.22,7130.27022365,2.0676755467465013
321,2025-01-19,104556.22,106422.42,99654.09,101311.29,14212.62391982,1.0513834077048454
322,2025-01-20,101311.29,109568.87,99550.0,102260.0,26053.69911231,1.1932145758869606
323,2025-01-21,102260.0,107234.94,100163.0,106143.82,18976.7297308,1.9441111363084997
324,2025-01-22,106143.82,106394.46,103345.89,103706.66,17934.41622319,1.18487273158301
325,2025-01-23,103706.66,106850.0,101262.29,103910.34,27920.36318316,1.1238563240005617
326,2025-01-24,103910.34,107119.99,102750.0,104871.16,16493.32366928,1.2231279417784064
327,2025-01-25,104871.16,105286.51,104107.57,104746.86,7094.85989784,1.0858703752906587
328,2025-01-26,104746.86,105496.92,102520.44,102620.0,3637.47840763,0.6042840927248742
329,2025-01-27,102620.0,103260.0,97780.0,102082.83,15430.47395762,0.4302478192303456
