,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,ETH/USDT_zscore
2110,2024-10-12,2439.5,2490.14,2434.35,2476.4,46255.59753,0.21170875860358082
2111,2024-10-13,2476.4,2484.92,2436.39,2468.91,40868.85388,0.14261374371074775
2112,2024-10-14,2468.91,2653.77,2443.39,2629.78,85955.82733,1.3696926501835656
2113,2024-10-15,2629.78,2688.0,2537.79,2607.4,78532.71626,1.1340870704630464
2114,2024-10-16,2607.4,2647.74,2588.66,2611.11,78500.89795,1.1207590076501683
2115,2024-10-17,2611.11,2648.36,2575.99,2605.59,66153.41086,1.0303907095114575
2116,2024-10-18,2605.59,2675.43,2596.52,2642.16,71162.93645,1.2697116544625109
2117,2024-10-19,2642.16,2663.36,2631.19,2648.2,34663.31548,1.252439587087412
2118,2024-10-20,2648.2,2757.81,2635.53,2746.91,64095.39103,1.9100014551849782
2119,2024-10-21,2746.91,2769.47,2655.8,2666.71,80710.55639,1.217142930116943
2120,2024-10-22,2666.71,2671.92,2606.53,2622.81,79015.87455,0.8271250117347757
2121,2024-10-23,2622.81,2627.0,2452.0,2524.61,101544.10877,0.027071096845274475
2122,2024-10-24,2524.61,2562.0,2508.0,2535.81,95314.00476,0.09406213355042892
2123,2024-10-25,2535.81,2566.27,2383.0,2440.63,121490.68624,-0.7238526483336126
2124,2024-10-26,2440.63,2507.94,2430.34,2482.5,82977.54148,-0.43405083318390214
2125,2024-10-27,2482.5,2527.99,2464.13,2507.8,63677.06145,-0.2578801250076258
2126,2024-10-28,2507.8,2589.3,2471.67,2567.49,110247.31145,0.24875313870017846
2127,2024-10-29,2567.49,2681.79,2561.19,2638.79,131565.57171,0.8731053567239088
2128,2024-10-30,2638.79,2722.3,2599.78,2659.19,120939.34655,1.0265378380954646
2129,2024-10-31,2659.19,2669.0,2503.74,2518.61,109814.28618,-0.24749750648216853
2130,2024-11-01,2518.61,2586.75,2469.0,2511.48,126116.63623,-0.2974266953662172
2131,2024-11-02,2511.48,2523.45,2470.18,2494.23,77179.0222,-0.4257735478805856
2132,2024-11-03,2494.23,2496.39,2411.0,2457.73,121868.36324,-0.7267623950834893
2133,2024-11-04,2457.73,2491.38,2358.0,2398.11,134435.16783,-1.2233436777536844
2134,2024-11-05,2398.11,2480.0,2381.02,2422.55,114248.62577,-0.9486827914795409
2135,2024-11-06,2422.55,2744.59,2420.42,2722.13,234481.01944,1.795038827146062
2136,2024-11-07,2722.13,2916.1,2699.49,2895.35,348477.83191,2.9865500939085
2137,2024-11-08,2895.35,2981.56,2886.47,2961.67,297561.59077,3.055906121742277
2138,2024-11-09,2961.67,3157.2,2954.56,3126.2,243537.38368,3.4498150330960784
2139,2024-11-10,3126.2,3248.58,3069.57,3183.21,470346.93852,3.1733357451818236
2140,2024-11-11,3183.21,3387.6,3105.48,3371.64,352231.70535,3.40287764546725
2141,2024-11-12,3371.64,3441.83,3208.58,3243.79,393192.2402,2.5397772908883955
2142,2024-11-13,3243.79,3331.0,3117.14,3187.15,292849.22614,2.115193705385051
2143,2024-11-14,3187.15,3240.19,3029.5,3058.81,187465.55488,1.525838320557332
2144,2024-11-15,3058.81,3130.49,3015.0,3090.77,176101.69262,1.5473628977420546
2145,2024-11-16,3090.77,3219.63,3072.0,3132.8,209959.37647,1.5980576912294382
2146,2024-11-17,3132.8,3162.0,3035.55,3076.0,201136.14687,1.3199420551306311
2147,2024-11-18,3076.0,3224.77,3050.6,3207.88,204444.36255,1.6790684121686636
2148,2024-11-19,3207.88,3220.81,3065.36,3107.35,190954.7978,1.2636573325184135
2149,2024-11-20,3107.35,3159.19,3029.48,3069.61,186524.35654,1.077590714793863
2150,2024-11-21,3069.61,3386.71,3032.6,3355.96,219582.01477,1.917128513860916
2151,2024-11-22,3355.96,3425.79,3259.01,3327.54,142662.43362,1.7068969998405146
2152,2024-11-23,3327.54,3496.0,3312.72,3393.91,176158.36202,1.787674636478909
2153,2024-11-24,3393.91,3449.61,3282.59,3360.99,148768.73562,1.5811322227733613
2154,2024-11-25,3360.99,3546.36,3300.4,3415.08,365068.44978,1.6342690920370404
2155,2024-11-26,3415.08,3462.34,3253.0,3324.74,200489.11075,1.2958102155039968
2156,2024-11-27,3324.74,3684.84,3302.66,3653.29,191802.24952,2.061917798784199
2157,2024-11-28,3653.29,3661.72,3529.76,3578.33,157640.01591,1.7311961846734134
2158,2024-11-29,3578.33,3645.67,3534.97,3592.22,172687.94079,1.6541504981576454
2159,2024-11-30,3592.22,3738.98,3569.0,3703.59,189472.0092,1.8036430584364158
2160,2024-12-01,3703.59,3746.35,3659.19,3707.81,188825.86568,1.696440697411772
