,timestamp,ADA/USDT_open,ADA/USDT_high,ADA/USDT_low,ADA/USDT_close,ADA/USDT_volume,ATOM/USDT_open,ATOM/USDT_high,ATOM/USDT_low,ATOM/USDT_close,ATOM/USDT_volume,DOT/USDT_open,DOT/USDT_high,DOT/USDT_low,DOT/USDT_close,DOT/USDT_volume,LINK/USDT_open,LINK/USDT_high,LINK/USDT_low,LINK/USDT_close,LINK/USDT_volume,LTC/USDT_open,LTC/USDT_high,LTC/USDT_low,LTC/USDT_close,LTC/USDT_volume,XTZ/USDT_open,XTZ/USDT_high,XTZ/USDT_low,XTZ/USDT_close,XTZ/USDT_volume
10,2019-07-08,0.079653,0.081793,0.078569,0.080138,63059117.4,5.39508,5.40781,5.1,5.17416,1128982.76,,,,,,3.2797,3.5544,3.2591,3.3344,3458783.01,119.43,124.99,117.72,122.86,1067968.8471,1.18509,1.22637,1.15236,1.22003,4812655.78
11,2019-07-09,0.080138,0.080361,0.077193,0.078114,67130295.11,5.17416,5.20111,4.90683,4.98332,1244407.88,,,,,,3.3344,3.374,2.9513,3.0587,3713549.22,122.86,123.96,117.59,119.16,1235986.4963,1.22003,1.24618,1.1561,1.21165,5407869.74
12,2019-07-10,0.078114,0.078324,0.069717,0.071718,68328724.98,4.98332,4.98935,4.20472,4.48452,1315098.61,,,,,,3.0587,3.2502,2.85,3.107,3708302.46,119.16,120.07,102.38,108.41,1265865.7128,1.21165,1.24785,1.14101,1.17234,5470024.41
13,2019-07-11,0.071718,0.071803,0.062403,0.065031,71667827.39,4.48452,4.64828,4.04898,4.35672,1357550.49,,,,,,3.107,3.1493,2.715,2.7823,3757635.13,108.41,108.48,95.78,102.8,1174990.4975,1.17234,1.18748,1.02005,1.02345,4355977.48
14,2019-07-12,0.065031,0.070603,0.063316,0.069531,71104717.58,4.35672,4.60951,4.3042,4.48502,1285099.3,,,,,,2.7823,3.3154,2.608,3.1764,3758499.84,102.8,106.97,100.68,104.73,1307319.6754,1.02345,1.07545,1.01474,1.06806,4862361.94
15,2019-07-13,0.069534,0.069844,0.06442,0.066331,72762641.62,4.48503,4.52654,4.15028,4.26609,1314265.19,,,,,,3.1765,3.3104,3.0586,3.1664,3783422.17,104.77,104.93,97.67,101.04,1346026.3478,1.06806,1.089,0.97419,0.99104,5502917.72
16,2019-07-14,0.0664,0.06709,0.058769,0.05912,71694052.38,4.26608,4.28006,3.78999,3.82024,1266340.81,,,,,,3.166,3.2435,2.7573,2.778,3642925.74,101.06,101.98,87.89,89.76,1094898.0591,0.99105,1.01037,0.91644,0.92385,5403400.23
17,2019-07-15,0.059118,0.060105,0.05467,0.059011,74795727.4,3.82299,4.4582,3.56431,4.13798,1351738.8,,,,,,2.7785,2.8503,2.5863,2.6998,3579017.41,89.64,92.94,84.65,90.3,1124964.0833,0.92386,0.991,0.88131,0.95532,5836893.13
18,2019-07-16,0.059008,0.060918,0.05047,0.051785,75108321.37,4.13803,4.21573,3.54999,3.64977,1314922.02,,,,,,2.6993,2.7756,2.1559,2.1838,3561459.07,90.24,91.83,76.55,79.71,948575.0174,0.95534,0.96889,0.82399,0.85713,6216054.72
19,2019-07-17,0.051739,0.057773,0.050001,0.055054,80321864.75,3.65138,4.02642,3.57006,3.82772,1414982.64,,,,,,2.1832,2.5818,2.0498,2.3928,3775860.0,79.76,94.39,76.89,90.01,1273788.3797,0.85711,0.9378,0.82284,0.91568,6027567.67
20,2019-07-18,0.055057,0.05963,0.05285,0.058406,78104929.24,3.82777,4.17632,3.68011,4.09153,1388303.77,,,,,,2.3916,2.8134,2.3475,2.6726,3786736.14,89.96,104.0,86.98,100.84,1553387.5236,0.91567,0.98179,0.90099,0.96892,5751777.28
