,timestamp,ADA/USDT_open,ADA/USDT_high,ADA/USDT_low,ADA/USDT_close,ADA/USDT_volume,ATOM/USDT_open,ATOM/USDT_high,ATOM/USDT_low,ATOM/USDT_close,ATOM/USDT_volume,DOT/USDT_open,DOT/USDT_high,DOT/USDT_low,DOT/USDT_close,DOT/USDT_volume,LINK/USDT_open,LINK/USDT_high,LINK/USDT_low,LINK/USDT_close,LINK/USDT_volume,LTC/USDT_open,LTC/USDT_high,LTC/USDT_low,LTC/USDT_close,LTC/USDT_volume,XTZ/USDT_open,XTZ/USDT_high,XTZ/USDT_low,XTZ/USDT_close,XTZ/USDT_volume
317,2020-05-10,0.051503,0.051505,0.042194,0.047659,85198916.92,2.75302,2.75314,2.34999,2.50925,1784895.45,,,,,,4.0151,4.0151,3.569,3.7635,6376339.85,46.96,46.99,39.5,42.09,4820556.8635,2.81391,2.81395,2.21163,2.55539,15256686.75
318,2020-05-11,0.047659,0.049724,0.044942,0.047616,83005383.1,2.50925,2.54865,2.28765,2.3897,1721769.15,,,,,,3.7635,3.8311,3.3115,3.5938,5857346.31,42.09,42.9,39.45,41.58,5944511.2569,2.55539,2.58777,2.27674,2.42007,16387859.0
319,2020-05-12,0.047616,0.050942,0.047355,0.050321,60499685.62,2.3897,2.52153,2.38955,2.47682,995742.67,,,,,,3.5938,3.7883,3.5416,3.694,3536571.8,41.58,42.84,41.28,42.2,4687636.3823,2.42007,2.57638,2.33357,2.50403,8653099.52
320,2020-05-13,0.050321,0.052122,0.049582,0.051517,56584581.7,2.47682,2.57371,2.43739,2.54241,994157.16,,,,,,3.694,3.8131,3.6423,3.7597,3779286.69,42.2,43.79,41.88,43.19,5161516.1613,2.50403,2.58316,2.48615,2.56972,7013999.8
321,2020-05-14,0.051517,0.051879,0.050311,0.05092,45931152.22,2.54241,2.55557,2.45159,2.52041,989568.4,,,,,,3.7597,3.8535,3.7,3.804,2740474.27,43.19,44.41,42.35,43.98,4191866.4691,2.56972,2.61041,2.4963,2.53797,6868131.52
322,2020-05-15,0.05092,0.051821,0.049759,0.05016,29114190.33,2.52041,2.56547,2.42159,2.46562,678014.11,,,,,,3.804,3.8321,3.6321,3.6614,1385362.11,43.98,44.18,42.02,42.72,1916462.9036,2.53797,2.54305,2.44481,2.48364,4395922.98
323,2020-05-16,0.05016,0.051259,0.050001,0.050911,26192483.42,2.46562,2.56267,2.44863,2.5615,513839.87,,,,,,3.6614,3.7884,3.6204,3.7589,1335019.92,42.72,43.91,42.51,43.28,1765467.4636,2.48364,2.6488,2.4762,2.62835,3810709.6
324,2020-05-17,0.050911,0.052191,0.050904,0.051293,24296436.56,2.5615,2.62013,2.53202,2.54581,550945.11,,,,,,3.7589,3.8467,3.7545,3.7818,1134429.25,43.28,44.48,43.07,43.74,1455323.862,2.62835,2.68758,2.60201,2.61968,4268578.68
325,2020-05-18,0.051293,0.054947,0.051192,0.05431,25899903.44,2.54581,2.65709,2.54554,2.59754,501102.84,,,,,,3.7818,3.9488,3.7818,3.8872,1122251.03,43.74,46.53,43.63,45.34,1327936.8596,2.61968,2.76579,2.61951,2.74961,3818517.85
326,2020-05-19,0.05431,0.057005,0.052563,0.056724,7955741.56,2.59754,2.61909,2.52009,2.61411,114112.02,,,,,,3.8872,3.948,3.7732,3.941,359841.47,45.34,45.81,44.09,45.69,269399.6278,2.74961,2.83357,2.63248,2.82858,1086687.47
327,2020-05-20,0.056724,0.057526,0.053981,0.056921,8888276.24,2.61411,2.70311,2.54708,2.70206,139272.05,,,,,,3.941,4.1331,3.9021,4.0873,436472.95,45.69,46.18,43.2,44.2,251182.7085,2.82858,2.89084,2.71446,2.82126,1087450.35
328,2020-05-21,0.056921,0.057512,0.050238,0.052021,10555265.79,2.70206,2.72822,2.45713,2.50799,158047.96,,,,,,4.0873,4.1685,3.7387,3.8296,550754.23,44.2,44.64,41.69,42.68,287911.8997,2.82126,2.85581,2.57195,2.63853,1172596.59
329,2020-05-22,0.052021,0.056873,0.051289,0.055672,16191322.16,2.50799,2.67807,2.48703,2.647,234220.47,,,,,,3.8296,4.1384,3.7945,4.058,784734.54,42.68,44.7,42.33,44.2,445615.4316,2.63853,2.85959,2.60211,2.79674,1974365.1
330,2020-05-23,0.055672,0.056349,0.054132,0.054912,17028683.15,2.647,2.66616,2.57205,2.59176,226654.37,,,,,,4.058,4.1066,3.9111,3.9246,863269.57,44.2,44.77,43.68,43.86,462573.4602,2.79674,2.82584,2.72525,2.7537,1984639.39
331,2020-05-24,0.054912,0.056077,0.051315,0.051322,17158155.75,2.59176,2.64633,2.49906,2.50307,230216.91,,,,,,3.9246,4.0232,3.7985,3.7987,820596.79,43.86,44.56,42.09,42.09,481573.0836,2.7537,2.82862,2.64881,2.64886,2182187.3
332,2020-05-25,0.051322,0.054269,0.051066,0.053821,16715838.31,2.50307,2.62106,2.46098,2.60603,267973.38,,,,,,3.7987,3.9035,3.7776,3.8591,747458.56,42.09,43.34,41.82,42.95,699685.9054,2.64886,2.74096,2.62804,2.73316,2065057.48
333,2020-05-26,0.053821,0.054067,0.051844,0.053513,15121182.92,2.60603,2.62717,2.53498,2.57903,241452.84,,,,,,3.8591,3.8799,3.7737,3.8447,669717.02,42.95,43.09,41.76,42.25,745560.5208,2.73316,2.75745,2.65477,2.69609,1654104.93
334,2020-05-27,0.053513,0.055843,0.053017,0.05506,15021416.96,2.57903,2.68703,2.57401,2.60002,201286.64,,,,,,3.8447,3.9115,3.8059,3.8536,588997.05,42.25,44.06,42.22,43.84,720962.7563,2.69609,2.7482,2.67933,2.70657,1614295.86
335,2020-05-28,0.05506,0.067478,0.054794,0.064878,18352608.96,2.60002,2.67197,2.56593,2.66404,168161.01,,,,,,3.8536,4.0541,3.8287,4.0442,640200.05,43.84,44.9,43.15,44.76,659464.0289,2.70657,2.84537,2.67787,2.82929,1629111.98
336,2020-05-29,0.064878,0.06651,0.062001,0.064567,19109092.9,2.66404,2.69641,2.62806,2.67832,210530.72,,,,,,4.0442,4.1253,3.9538,3.9823,725961.86,44.76,45.31,44.18,44.5,708420.4192,2.82929,2.90085,2.79105,2.86869,1730210.99
337,2020-05-30,0.064567,0.077427,0.06375,0.076819,22684777.63,2.67832,2.82903,2.64001,2.81503,231515.95,,,,,,3.9823,4.1777,3.9366,4.1711,694780.83,44.5,48.06,44.16,47.75,905316.7485,2.86869,2.96513,2.81486,2.92199,2228283.0
338,2020-05-31,0.076819,0.086348,0.072172,0.073879,29668690.52,2.81503,2.87401,2.70105,2.72893,321063.53,,,,,,4.1711,4.2817,4.0404,4.132,960361.05,47.75,47.79,45.09,45.63,982292.843,2.92199,2.95974,2.77138,2.80523,2024302.45
339,2020-06-01,0.073879,0.082825,0.073625,0.080905,25308882.43,2.72893,2.85915,2.70895,2.85602,286150.45,,,,,,4.132,4.4743,4.1198,4.3694,992097.02,45.63,48.73,45.35,48.24,946435.6144,2.80523,2.99558,2.7776,2.96085,2341765.77
340,2020-06-02,0.080905,0.082428,0.072011,0.078747,20340738.59,2.85602,2.95216,2.63902,2.75717,256338.87,,,,,,4.3694,4.6075,4.1242,4.3889,895563.52,48.24,49.96,44.59,45.98,934461.0064,2.96085,3.12978,2.72498,2.89563,2601152.98
341,2020-06-03,0.078747,0.085746,0.077196,0.085541,20462462.96,2.75717,2.91307,2.734,2.90409,254677.58,,,,,,4.3889,4.5237,4.3066,4.4803,775771.25,45.98,47.51,45.29,47.15,801424.8111,2.89563,3.06994,2.83807,3.03946,2210608.2
342,2020-06-04,0.085541,0.090265,0.083547,0.088764,20794015.72,2.90409,3.14411,2.8882,3.10608,314200.2,,,,,,4.4803,4.5012,4.2892,4.4228,794033.35,47.15,48.1,46.31,47.46,869327.9057,3.03946,3.07959,2.90792,2.99696,2452380.0
343,2020-06-05,0.088764,0.089082,0.083869,0.085213,17867088.58,3.10608,3.19712,3.03615,3.09205,304245.19,,,,,,4.4228,4.4813,4.3387,4.3633,677069.02,47.46,48.0,46.46,46.81,820969.592,2.99696,3.02015,2.91549,2.93438,1974629.7
344,2020-06-06,0.085213,0.087256,0.084808,0.086179,12704385.22,3.09205,3.15209,3.04215,3.05629,229233.49,,,,,,4.3633,4.3914,4.3011,4.3499,571031.88,46.81,47.24,46.16,46.8,718913.1577,2.93438,2.96856,2.90549,2.92379,1493189.81
345,2020-06-07,0.086179,0.088578,0.081887,0.08653,16646045.42,3.05629,3.10622,2.87093,3.02033,247738.34,,,,,,4.3499,4.4014,4.2056,4.3442,602226.93,46.8,47.0,45.15,46.59,889250.499,2.92379,2.9345,2.80895,2.88419,1672440.21
346,2020-06-08,0.08653,0.086882,0.084604,0.086438,12715105.31,3.02033,3.1561,2.99217,3.14707,236550.2,,,,,,4.3442,4.4655,4.3197,4.465,607804.84,46.59,47.31,45.93,46.41,1125944.2422,2.88419,2.9482,2.86251,2.94187,1624515.54
347,2020-06-09,0.086438,0.08663,0.082868,0.082873,12696792.89,3.14707,3.18211,3.08403,3.11408,231752.49,,,,,,4.465,4.4966,4.373,4.4338,613996.34,46.41,46.82,45.35,45.84,531372.5983,2.94187,2.95924,2.86964,2.90074,1612899.77
348,2020-06-10,0.082873,0.083858,0.079415,0.083557,17281670.48,3.11408,3.1254,3.03005,3.11309,214572.77,,,,,,4.4338,4.4354,4.3463,4.4219,546264.44,45.84,47.19,45.59,46.67,548766.4597,2.90074,2.92264,2.85368,2.88537,1674206.82
349,2020-06-11,0.083557,0.084999,0.07427,0.075243,18961802.9,3.11309,3.12803,2.72916,2.76703,281531.46,,,,,,4.4219,4.4478,3.9194,3.9684,869120.81,46.67,46.91,42.03,43.22,738831.398,2.88537,2.90505,2.50849,2.61088,2101937.1
350,2020-06-12,0.075243,0.080882,0.07496,0.079466,18924357.72,2.76703,2.92016,2.7382,2.86022,233090.36,,,,,,3.9684,4.1832,3.858,4.0811,937001.06,43.22,45.4,42.78,44.75,803363.51,2.61088,2.76044,2.58979,2.66467,2334385.18
351,2020-06-13,0.079466,0.079558,0.077216,0.07908,14464502.16,2.86022,2.89614,2.81419,2.86913,194219.26,,,,,,4.0811,4.1191,4.0076,4.1069,653238.27,44.75,45.24,44.25,45.07,644961.1531,2.66467,2.72121,2.63804,2.69423,1641585.11
352,2020-06-14,0.07908,0.079103,0.076459,0.076639,11347162.43,2.86913,2.87224,2.72017,2.7515,176515.32,,,,,,4.1069,4.1095,3.9174,3.9374,636747.51,45.07,45.08,43.56,44.04,577125.9273,2.69423,2.69534,2.55505,2.58536,1516425.64
353,2020-06-15,0.076639,0.079735,0.069405,0.078261,22686509.78,2.7515,2.77526,2.5422,2.70413,320959.47,,,,,,3.9374,3.9848,3.6551,3.9261,973977.19,44.04,44.14,41.79,43.73,988836.5332,2.58536,2.68096,2.43495,2.62575,2548508.13
354,2020-06-16,0.078261,0.079592,0.076749,0.07921,16170459.74,2.70413,2.75648,2.67515,2.72523,228807.67,,,,,,3.9261,4.0864,3.8916,4.0471,683279.16,43.73,44.2,43.33,43.87,656647.4046,2.62575,2.66787,2.56799,2.61318,1977531.49
355,2020-06-17,0.07921,0.083729,0.077435,0.08353,18749644.18,2.72523,2.73726,2.64819,2.70213,223575.78,,,,,,4.0471,4.1671,3.9825,4.1536,771949.09,43.87,45.03,43.01,44.04,778755.674,2.61318,2.69208,2.54776,2.67273,1766207.67
356,2020-06-18,0.08353,0.084457,0.079753,0.0819,14939435.62,2.70213,2.70213,2.61306,2.64398,199872.13,,,,,,4.1536,4.237,4.098,4.1426,831166.18,44.04,44.23,42.87,43.45,655115.6581,2.67273,2.77931,2.5585,2.66325,2107930.87
357,2020-06-19,0.0819,0.081915,0.078491,0.079975,15572009.585311892,2.64398,2.64966,2.57814,2.59717,216413.28,,,,,,4.1426,4.1821,4.0522,4.0964,712080.78,43.45,43.74,42.64,42.87,681485.956393383,2.66325,2.71492,2.61136,2.62444,2151998.88
358,2020-06-20,0.079975,0.080175,0.077078,0.079479,10951452.653110702,2.59717,2.62267,2.5393,2.6204,168720.89,,,,,,4.0964,4.2061,4.0664,4.1761,647574.49,42.87,43.88,42.3,43.55,529315.7511196254,2.62444,2.65313,2.54577,2.61471,1670576.66
359,2020-06-21,0.079479,0.080917,0.078134,0.078392,10015244.019957304,2.6204,2.62766,2.58011,2.60047,180327.25,,,,,,4.1761,4.202,4.1402,4.1818,543175.46,43.55,43.84,42.89,42.99,480600.565982968,2.61471,2.62609,2.5765,2.58723,1499046.54
360,2020-06-22,0.078392,0.083916,0.078218,0.083573,11638837.01138595,2.60047,2.71637,2.60019,2.6894,211367.28,,,,,,4.1818,4.4832,4.1797,4.4819,741452.31,42.99,44.67,42.93,44.29,512987.8341494956,2.58723,2.69963,2.57562,2.68115,2035852.4
361,2020-06-23,0.083573,0.084416,0.081549,0.082771,11211403.593547516,2.6894,2.8351,2.65515,2.77213,174487.63752204814,,,,,,4.4819,4.9395,4.4286,4.7811,806407.5797623519,44.29,44.49,43.88,44.16,531456.1868598865,2.68115,2.79279,2.63562,2.78276,2049948.6338072
362,2020-06-24,0.082771,0.087173,0.080033,0.082514,16891997.369055457,2.77213,2.87689,2.64822,2.68029,210142.57346319885,,,,,,4.7811,4.9356,4.497,4.7101,899759.4345292237,44.16,44.66,42.09,42.67,574757.3536420201,2.78276,2.85729,2.58185,2.62275,2335083.2406824706
363,2020-06-25,0.082514,0.083496,0.078739,0.081633,13405817.13,2.68029,2.68826,2.55006,2.62125,176723.76,,,,,,4.7101,4.827,4.5162,4.8106,722926.95,42.67,42.99,41.77,42.33,518298.4975,2.62275,2.64833,2.52345,2.57796,1911575.26
364,2020-06-26,0.081633,0.081803,0.079356,0.080618,12164988.77,2.62125,2.6514,2.51226,2.62123,166809.94,,,,,,4.8106,4.8542,4.6437,4.678,684403.99,42.33,43.59,41.43,43.09,567597.6894,2.57796,2.5791,2.44787,2.48496,2237047.79
365,2020-06-27,0.080618,0.080975,0.074663,0.077396,12052694.08,2.62123,2.71223,2.28532,2.42832,214266.23,,,,,,4.678,4.6873,4.3173,4.4073,745653.6,43.09,43.12,39.2,41.06,591049.9107,2.48496,2.49489,2.2554,2.31287,2060526.95
366,2020-06-28,0.077396,0.081079,0.076176,0.080353,12421959.12,2.42832,2.55332,2.39708,2.51041,173732.33,,,,,,4.4073,4.613,4.3359,4.5698,624670.06,41.06,42.06,40.47,41.36,572496.2635,2.31287,2.43067,2.28598,2.37154,1858203.8
367,2020-06-29,0.080353,0.084372,0.080219,0.083867,13781273.26,2.51041,2.67147,2.4702,2.6403,200360.82,,,,,,4.5698,4.6463,4.4268,4.6151,605411.89,41.36,42.28,40.62,41.84,553592.4616,2.37154,2.44151,2.34427,2.41047,1654314.53
368,2020-06-30,0.083867,0.084663,0.081875,0.082974,10933382.08,2.6403,2.67112,2.57329,2.59311,142364.13,,,,,,4.6151,4.6564,4.5443,4.5611,502933.01,41.84,42.07,40.75,41.17,479546.9932,2.41047,2.41618,2.3541,2.35783,1410953.94
369,2020-07-01,0.082974,0.096878,0.082398,0.096677,15401865.31,2.59311,2.6766,2.57226,2.65501,151845.56,,,,,,4.5611,4.7267,4.5174,4.7,546115.3,41.17,41.98,40.97,41.73,472809.4549,2.35783,2.44419,2.33481,2.3995,1507169.01
370,2020-07-02,0.096677,0.096746,0.087653,0.092887,23493785.23,2.65501,2.78538,2.60316,2.65323,220305.03,,,,,,4.7,4.912,4.6111,4.7933,829583.42,41.73,41.89,40.36,41.03,534539.4008,2.3995,2.40447,2.27491,2.33355,1624941.33
371,2020-07-03,0.092887,0.101829,0.09246,0.096565,20834395.49,2.65323,2.80091,2.65323,2.6812,200120.0,,,,,,4.7933,4.891,4.7064,4.728,621484.73,41.03,41.7,41.01,41.15,492150.9163,2.33355,2.34828,2.27148,2.27538,1527666.73
372,2020-07-04,0.096565,0.101145,0.095935,0.099999,16783764.38,2.6812,2.78321,2.6812,2.78321,205081.61,,,,,,4.728,4.8465,4.7227,4.8095,504502.71,41.15,42.22,41.06,42.12,470849.5688,2.27538,2.35232,2.27069,2.32821,1375053.64
373,2020-07-05,0.099999,0.100051,0.094203,0.098344,11561790.33,2.78321,2.98309,2.74418,2.93713,280340.43,,,,,,4.8095,4.8264,4.6291,4.7517,547948.41,42.12,42.22,40.81,41.63,526668.3912,2.32821,2.32877,2.21453,2.28829,1437212.45
374,2020-07-06,0.098344,0.106525,0.097244,0.105051,15845381.04,2.93713,3.12632,2.91908,3.01609,250651.75,,,,,,4.7517,5.4597,4.7344,5.3635,869531.48,41.63,44.26,41.5,44.03,603192.6874,2.28829,2.46253,2.26591,2.43809,1631989.99
375,2020-07-07,0.105051,0.118938,0.102904,0.117665,23711133.0,3.01609,3.27418,2.9601,3.24599,279944.32,,,,,,5.3635,5.8854,5.3281,5.7215,1352617.3,44.03,44.43,43.06,43.39,570421.7981,2.43809,2.58567,2.40466,2.51098,1869477.82
376,2020-07-08,0.117665,0.137689,0.114887,0.129901,37296087.4,3.24599,3.57212,3.1618,3.55487,330119.25,,,,,,5.7215,6.566,5.6092,6.4899,1823739.73,43.39,45.61,43.13,45.35,640334.9239,2.51098,2.69307,2.48178,2.65091,2103241.62
377,2020-07-09,0.129901,0.129902,0.116,0.124047,24456947.23,3.55487,3.80114,3.39797,3.78478,287809.71,,,,,,6.4899,6.4911,5.7296,6.0765,1573358.15,45.35,45.88,43.59,44.36,576507.639,2.65091,2.6536,2.46735,2.52994,2113256.43
378,2020-07-10,0.124047,0.124121,0.110008,0.118314,16369414.32,3.78478,4.13278,3.56881,4.05888,223760.99,,,,,,6.0765,6.1935,5.718,6.1421,1404064.43,44.36,44.61,43.5,44.31,353900.4419,2.52994,2.58674,2.41264,2.54196,1421736.71
379,2020-07-11,0.118314,0.126889,0.1179,0.125156,13687461.66,4.05888,4.45466,3.87881,3.92186,262023.27,,,,,,6.1421,6.2623,5.9272,6.0366,678773.15,44.31,44.78,43.93,44.69,110354.5709,2.54196,2.72673,2.50925,2.68481,1566445.5
380,2020-07-12,0.125156,0.128282,0.120665,0.126575,12024436.72,3.92186,4.16932,3.89684,4.02093,165793.65,,,,,,6.0366,7.3953,5.9227,7.3711,1525659.38,44.69,45.21,43.7,44.69,74062.3273,2.68481,2.84004,2.58057,2.81859,1805344.45
381,2020-07-13,0.126575,0.135853,0.122901,0.124652,20842108.75,4.02093,4.33278,3.7399,3.8738,385489.66,,,,,,7.3711,8.537,6.8728,7.1784,2257416.68,44.69,45.53,42.69,43.95,116352.542,2.81859,3.16411,2.755,2.89835,5293415.75
382,2020-07-14,0.124652,0.13447,0.121203,0.13229,6987983.29,3.8738,4.03191,3.79687,3.95397,109563.77,,,,,,7.1784,8.2866,7.0082,8.11,657114.95,43.95,43.99,42.89,43.88,33034.9991,2.89835,3.05181,2.66825,2.9624,1128235.21
383,2020-07-15,0.13229,0.132655,0.12742,0.130547,2887366.57,3.95397,4.13694,3.86076,4.04182,45538.88,,,,,,8.11,8.8171,7.8292,8.6703,185526.2,43.88,44.06,42.89,43.33,14140.8291,2.9624,3.2188,2.85784,3.21221,773320.58
384,2020-07-16,0.130547,0.133209,0.118883,0.126006,3996248.37,4.04182,4.28705,3.74793,4.07682,86126.29,,,,,,8.6703,8.8621,7.9574,8.3561,189173.78,43.33,43.49,40.96,42.12,23769.534,3.21221,3.31483,2.9448,3.09951,453511.15
385,2020-07-17,0.126006,0.126671,0.121711,0.122204,4718872.76,4.07682,4.25169,3.95376,4.14586,101874.97,,,,,,8.3561,8.6256,8.2177,8.2668,118931.39,42.12,42.5,41.75,41.95,25289.3529,3.09951,3.22743,3.00648,3.16832,264671.18
386,2020-07-18,0.122204,0.124624,0.118276,0.122628,3558849.08,4.14586,4.5077,4.10785,4.35975,211290.75,,,,,,8.2668,8.2668,7.7613,7.963,170153.28,41.95,42.87,41.75,42.5,24689.4532,3.16832,3.16935,2.9566,3.00803,219377.64
387,2020-07-19,0.122628,0.124615,0.12114,0.123907,2786079.86,4.35975,4.51246,3.97686,4.19882,169965.48,,,,,,7.963,8.1931,7.7876,8.0849,94646.04,42.5,42.87,41.9,42.67,26408.3948,3.00803,3.05555,2.87683,2.98363,237725.39
388,2020-07-20,0.123907,0.124145,0.116535,0.117807,3274238.18,4.19882,4.25384,3.86875,3.87912,99120.02,,,,,,8.0849,8.1328,7.1624,7.2335,121011.76,42.67,42.83,41.4,41.92,25063.6037,2.98363,3.01987,2.74036,2.76726,275843.75
389,2020-07-21,0.117807,0.124471,0.116891,0.123253,3509832.81,3.87912,4.05481,3.7819,4.00782,83372.64,,,,,,7.2335,7.6698,7.015,7.2889,125523.79,41.92,44.09,41.85,43.77,30224.8098,2.76726,3.07364,2.74319,3.02361,222316.75
390,2020-07-22,0.123253,0.124343,0.120498,0.123803,3136040.25,4.00782,4.07579,3.89582,4.00988,73108.2,,,,,,7.2889,7.6202,7.0819,7.4742,122435.4,43.77,45.11,43.19,44.98,28842.3141,3.02361,3.12862,2.91934,3.1054,163570.33
391,2020-07-23,0.123803,0.12597,0.123526,0.124165,2650719.78,4.00988,4.09424,3.92173,3.96083,69810.31,,,,,,7.4742,8.0816,7.4144,7.8907,99182.9,44.98,45.66,44.49,44.9,30087.6344,3.1054,3.23113,3.04309,3.18824,200613.53
392,2020-07-24,0.124165,0.124265,0.120658,0.121941,3275492.12,3.96083,3.96596,3.78601,3.82086,74738.5,,,,,,7.8907,7.9251,7.4048,7.4265,88806.4,44.9,44.97,43.91,44.17,33610.9084,3.18824,3.19556,3.00003,3.01817,171308.25
393,2020-07-25,0.121941,0.145453,0.121941,0.143419,5133292.87,3.82086,3.9548,3.77185,3.91485,76937.26,,,,,,7.4265,7.7813,7.3819,7.6754,82818.84,44.17,49.55,43.98,49.14,46814.6515,3.01817,3.11202,3.01294,3.06231,166653.43
394,2020-07-26,0.143419,0.15402,0.1411,0.148203,6658770.71,3.91485,3.9149,3.69689,3.80912,79965.71,,,,,,7.6754,7.9393,7.1939,7.4927,123026.27,49.14,50.78,47.57,48.09,45238.371,3.06231,3.10988,2.90721,2.98729,168756.78
395,2020-07-27,0.148203,0.149494,0.13,0.138321,7849029.31,3.80912,3.91019,3.30106,3.58692,139959.68,,,,,,7.4927,7.4929,6.5401,7.0964,181801.09,48.09,55.74,46.9,53.31,69123.9957,2.98729,2.98733,2.64409,2.82162,242692.03
396,2020-07-28,0.138321,0.15008,0.134397,0.148337,6233919.86,3.58692,3.7839,3.55982,3.74692,103316.2,,,,,,7.0964,7.393,6.9302,7.2277,116695.71,53.31,57.83,51.69,55.72,82790.6297,2.82162,2.8931,2.71717,2.83318,193223.82
397,2020-07-29,0.148337,0.149298,0.138488,0.139803,4949537.91,3.74692,3.85329,3.61302,3.63184,82399.15,,,,,,7.2277,7.4785,6.986,7.0878,99518.12,55.72,56.98,54.79,55.17,54741.8038,2.83318,2.94816,2.75158,2.78255,161845.0
398,2020-07-30,0.139803,0.142485,0.137077,0.140454,3433939.31,3.63184,3.75791,3.58666,3.70928,72754.12,,,,,,7.0878,7.5703,7.0313,7.3105,92842.17,55.17,58.55,53.92,56.73,52829.9117,2.78255,2.85062,2.7322,2.8055,124132.36
399,2020-07-31,0.140454,0.141081,0.135986,0.13883,2859882.58,3.70928,3.83383,3.70281,3.79147,70822.06,,,,,,7.3105,7.8483,7.3089,7.7955,102226.86,56.73,59.19,55.76,58.14,47909.5472,2.8055,2.9005,2.78442,2.84129,138962.14
400,2020-08-01,0.13883,0.146068,0.138192,0.143512,3657407.05,3.79147,4.12274,3.79146,4.07988,111890.31,,,,,,7.7955,8.4536,7.6382,8.3339,102866.43,58.14,62.23,57.54,61.67,57932.9454,2.84129,3.07534,2.82124,3.03902,194661.92
401,2020-08-02,0.143512,0.147633,0.1251,0.1337,6030685.05,4.07988,4.22779,3.39803,3.90383,132388.02,,,,,,8.3339,8.7622,6.9007,8.2991,240856.62,61.67,65.13,52.55,56.75,95749.0904,3.03902,3.13674,2.64973,2.89289,328330.73
402,2020-08-03,0.1337,0.138564,0.131987,0.137164,3286669.08,3.90383,4.06622,3.79081,3.84787,103481.79,,,,,,8.2991,9.2595,8.1669,9.2273,130360.8,56.75,59.99,55.8,58.51,50863.0801,2.89289,3.15595,2.8396,3.07193,246795.32
403,2020-08-04,0.137164,0.147977,0.135912,0.143066,3979639.23,3.84787,4.05072,3.81777,4.01687,88324.79,,,,,,9.2273,9.9483,9.0961,9.8559,184673.18,58.51,59.61,56.39,57.59,47639.9222,3.07193,3.32387,3.07192,3.24789,352960.46
404,2020-08-05,0.143066,0.145044,0.1405,0.142048,3396596.42,4.01687,4.204,3.94277,4.14489,101137.75,,,,,,9.8559,9.8559,9.3554,9.53,106218.04,57.59,59.77,56.72,58.89,45435.7841,3.24789,3.26739,3.07943,3.11099,229672.23
405,2020-08-06,0.142048,0.145313,0.139812,0.144292,3815809.19,4.14489,4.24785,4.10974,4.17266,87575.06,,,,,,9.53,10.2195,9.4556,10.1898,104614.18,58.89,60.69,57.67,59.05,44144.651,3.11099,3.37887,3.09804,3.22671,265592.43
406,2020-08-07,0.144292,0.147422,0.13348,0.138667,3914247.42,4.17266,4.19491,3.88182,4.00983,83314.58,,,,,,10.1898,10.2479,9.2018,10.1388,128726.74,59.05,61.04,54.73,57.19,51181.9886,3.22671,3.33518,2.95004,3.07999,221843.67
407,2020-08-08,0.138667,0.147438,0.137051,0.146744,3502803.27,4.00983,4.43586,3.97381,4.4325,81340.53,,,,,,10.1388,13.7678,9.9404,12.7311,250742.64,57.19,58.55,56.46,58.43,48729.6988,3.07999,3.48342,3.02634,3.38444,244458.02
408,2020-08-09,0.146744,0.152095,0.141875,0.145029,4146732.22,4.4325,5.43038,4.2977,5.27655,197753.29,,,,,,12.7311,14.4139,12.0478,13.8165,313568.63,58.43,58.68,56.02,56.98,45821.8385,3.38444,3.77772,3.27941,3.69089,375401.48
409,2020-08-10,0.145029,0.146486,0.141711,0.143639,3246319.39,5.27655,5.86438,5.09645,5.46539,224102.86,,,,,,13.8165,14.0056,12.5581,13.4619,218913.33,56.98,59.4,56.49,58.2,53051.9839,3.69089,4.31326,3.50003,4.23524,449016.46
410,2020-08-11,0.143639,0.144145,0.131498,0.136766,4571999.67,5.46539,5.56441,4.69953,4.91862,160671.01,,,,,,13.4619,13.5033,12.1226,13.0003,187344.16,58.2,59.59,52.39,54.15,63340.8184,4.23524,4.42592,3.75156,3.93183,670862.07
411,2020-08-12,0.136766,0.137539,0.122819,0.136582,4959281.69,4.91862,5.998,4.86059,5.90923,214304.23,,,,,,13.0003,16.6826,12.5855,16.4965,285533.47,54.15,55.01,51.61,54.41,49477.4399,3.93183,4.51841,3.63483,4.36918,519068.85
412,2020-08-13,0.136582,0.141688,0.131922,0.139321,4966879.11,5.90923,6.53805,5.46032,6.07817,293302.39,,,,,,16.4965,18.289,16.0,17.1597,362965.28,54.41,57.2,51.77,57.08,53464.3701,4.36918,4.48598,3.95312,4.1358,452081.19
413,2020-08-14,0.139321,0.141047,0.137244,0.138318,2262061.75,6.07817,6.594,5.92621,6.08925,656678.65,,,,,,17.1597,17.5693,16.3367,16.9355,794394.59,57.08,57.84,55.72,56.72,26691.16,4.1358,4.23078,4.01378,4.1126,1052677.87
414,2020-08-15,0.138318,0.141614,0.136034,0.138334,1423041.83,6.08925,6.345,5.9253,6.07025,94931.37,,,,,,16.9355,19.7952,16.567,19.1851,1073101.43,56.72,60.8,56.51,59.76,17870.7945,4.1126,4.31853,3.9072,4.06568,1229033.23
415,2020-08-16,0.138334,0.139552,0.135107,0.138721,1164494.93,6.07025,6.3811,5.78032,6.23921,119142.9,,,,,,19.1851,20.0689,18.5797,18.8038,668422.83,59.76,64.49,58.05,63.89,18536.3278,4.06568,4.37927,4.00608,4.23945,1028772.92
