,timestamp,DOT/USDT_open,DOT/USDT_high,DOT/USDT_low,DOT/USDT_close,DOT/USDT_volume,XTZ/USDT_open,XTZ/USDT_high,XTZ/USDT_low,XTZ/USDT_close,XTZ/USDT_volume
58,2020-10-19,4.107,4.122,3.951,3.985,440403.42,2.22513,2.24527,2.17496,2.18811,185493.13
59,2020-10-20,3.985,4.147,3.862,3.902,564237.81,2.18811,2.1901,2.03957,2.05184,261740.49
60,2020-10-21,3.902,4.248,3.89,4.134,569618.64,2.05184,2.1745,2.04189,2.12555,257114.59
61,2020-10-22,4.134,4.338,4.122,4.265,562041.5,2.12555,2.24184,2.12339,2.19309,265141.3
62,2020-10-23,4.265,4.482,4.194,4.267,623434.98,2.19309,2.26526,2.16697,2.21716,258334.18
63,2020-10-24,4.267,4.429,4.237,4.35,596914.78,2.21716,2.23927,2.19209,2.21911,189812.72
64,2020-10-25,4.35,4.444,4.261,4.335,513355.81,2.21911,2.24951,2.15445,2.16541,212228.4
65,2020-10-26,4.335,4.746,4.289,4.703,849698.56,2.16541,2.18039,2.0586,2.08966,256182.87
66,2020-10-27,4.703,4.939,4.642,4.673,927713.41,2.08966,2.15055,2.06279,2.08202,245441.99
67,2020-10-28,4.673,4.777,4.253,4.362,831823.44,2.08202,2.11525,1.9388,1.99874,333534.06
68,2020-10-29,4.362,4.411,3.846,4.064,943236.95,1.99874,2.04915,1.8949,1.93183,277503.36
69,2020-10-30,4.064,4.161,3.92,4.082,1037144.02,1.93183,1.96315,1.79481,1.90147,421631.92
70,2020-10-31,4.082,4.279,4.067,4.18,408471.36,1.90147,2.01818,1.89271,1.97465,315618.89
71,2020-11-01,4.18,4.23,4.107,4.224,336617.86,1.97465,2.00906,1.93302,1.99262,244531.84
72,2020-11-02,4.224,4.266,3.968,4.032,667446.23,1.99262,2.06569,1.87901,1.89342,338771.53
73,2020-11-03,4.032,4.073,3.893,4.027,549136.17,1.89342,1.91214,1.80677,1.86697,340120.61
74,2020-11-04,4.027,4.152,3.9,4.093,615967.81,1.86697,1.90463,1.78383,1.87341,437968.9
75,2020-11-05,4.093,4.304,4.011,4.224,550273.82,1.87341,1.96889,1.81602,1.88115,560654.77
76,2020-11-06,4.224,4.648,4.205,4.574,884823.07,1.88115,2.09598,1.8743,2.08702,995594.18
77,2020-11-07,4.574,4.85,4.082,4.232,2191701.69,2.08702,2.21258,1.95747,2.01575,1626240.06
78,2020-11-08,4.232,4.428,4.131,4.373,782532.51,2.01575,2.1526,1.9745,2.08623,606793.59
79,2020-11-09,4.373,4.465,4.24,4.347,1026419.42,2.08623,2.15474,1.98755,2.11432,508452.05
80,2020-11-10,4.347,4.503,4.302,4.417,699953.16,2.11432,2.18878,2.09334,2.15087,410673.18
81,2020-11-11,4.417,4.626,4.417,4.447,671620.27,2.15087,2.19736,2.10914,2.12251,304609.85
82,2020-11-12,4.447,4.472,4.311,4.404,552166.48,2.12251,2.15114,2.04136,2.07054,321142.98
83,2020-11-13,4.404,4.59,4.371,4.542,599905.33,2.07054,2.1521,2.06195,2.15019,249274.62
84,2020-11-14,4.542,4.554,4.357,4.461,522195.46,2.15019,2.15888,2.05002,2.09779,258312.27
85,2020-11-15,4.461,4.504,4.307,4.373,632912.48,2.09779,2.10916,1.9783,2.01269,307125.77
86,2020-11-16,4.373,4.599,4.336,4.494,656452.79,2.01269,2.09635,1.99438,2.0798,258512.42
87,2020-11-17,4.494,4.93,4.487,4.854,1219366.2,2.0798,2.15262,2.07184,2.14239,334319.09
88,2020-11-18,4.854,4.939,4.517,4.682,1441843.2,2.14239,2.18442,2.01122,2.08313,536376.68
89,2020-11-19,4.682,4.852,4.544,4.758,918481.49,2.08313,2.14137,2.01957,2.07492,354299.68
90,2020-11-20,4.758,5.473,4.743,5.231,3328034.09,2.07492,2.14915,2.06231,2.10462,321684.86
91,2020-11-21,5.231,5.814,5.132,5.781,3308751.99,2.10462,2.3963,2.05625,2.39269,1052784.45
92,2020-11-22,5.781,5.841,5.249,5.516,7952484.48,2.39269,2.43549,2.1609,2.27814,1179624.77
93,2020-11-23,5.516,5.956,5.419,5.911,3245802.55,2.27814,2.65811,2.27208,2.61874,1030288.94
94,2020-11-24,5.911,6.08,5.607,5.728,3734030.46,2.61874,2.82776,2.48512,2.66912,1572803.2
95,2020-11-25,5.728,5.826,5.146,5.309,2907732.23,2.66912,2.96009,2.48489,2.59652,1577372.11
96,2020-11-26,5.309,5.374,4.445,4.806,4842714.19,2.59652,2.65724,2.09725,2.24355,3613525.71
97,2020-11-27,4.806,5.073,4.516,4.817,1838432.1,2.24355,2.33527,2.15808,2.24942,1217030.23
98,2020-11-28,4.817,4.951,4.668,4.888,1093294.04,2.24942,2.42907,2.20408,2.31918,534314.44
99,2020-11-29,4.888,5.199,4.802,5.19,1686004.64,2.31918,2.4369,2.27109,2.35703,454651.17
100,2020-11-30,5.19,5.65,5.14,5.378,2803924.82,2.35703,2.55233,2.33168,2.49098,709855.16
101,2020-12-01,5.378,5.539,4.974,5.083,2770283.98,2.49098,2.55016,2.20506,2.32005,1163444.51
102,2020-12-02,5.083,5.544,5.005,5.473,1065089.6,2.32005,2.41378,2.2892,2.38942,322922.63
103,2020-12-03,5.473,5.564,5.321,5.403,886231.11,2.38942,2.44661,2.37428,2.40327,228266.12
104,2020-12-04,5.403,5.436,4.92,5.007,883123.16,2.40327,2.42811,2.22452,2.27396,352676.7
105,2020-12-05,5.007,5.196,4.876,5.186,540879.25,2.27396,2.33014,2.23968,2.32142,176388.54
106,2020-12-06,5.186,5.204,5.003,5.128,401959.31,2.32142,2.33754,2.2537,2.32148,147625.62
107,2020-12-07,5.128,5.155,5.011,5.056,209088.58,2.32148,2.32582,2.22622,2.27365,107870.45
108,2020-12-08,5.056,5.069,4.701,4.735,469737.67,2.27365,2.36127,2.10052,2.1518,372695.53
109,2020-12-09,4.735,4.937,4.618,4.871,595469.9,2.1518,2.19742,2.04448,2.17175,418307.45
110,2020-12-10,4.871,4.916,4.751,4.798,238947.35,2.17175,2.18165,2.0772,2.10222,126514.68
111,2020-12-11,4.798,4.816,4.538,4.61,218343.27,2.10222,2.11174,2.04391,2.07548,201858.75
112,2020-12-12,4.61,4.798,4.609,4.734,80220.95,2.07548,2.15722,2.07284,2.134,100088.85
113,2020-12-13,4.734,4.997,4.727,4.896,82432.55,2.134,2.27063,2.12432,2.23096,137879.67
114,2020-12-14,4.896,5.005,4.832,4.898,108657.33,2.23096,2.26663,2.17482,2.22238,121984.3
115,2020-12-15,4.898,5.29,4.851,5.245,161435.24,2.22238,2.25781,2.18352,2.22933,83851.88
116,2020-12-16,5.245,5.374,5.118,5.368,185378.47,2.22933,2.36936,2.20079,2.36936,148414.19
117,2020-12-17,5.368,5.734,5.272,5.345,446751.79,2.36936,2.43156,2.2751,2.29568,354504.75
118,2020-12-18,5.345,5.51,5.252,5.36,290219.21,2.29568,2.34248,2.25907,2.32331,176753.22
119,2020-12-19,5.36,5.578,5.282,5.34,210383.55,2.32331,2.38562,2.29945,2.32162,95795.72
120,2020-12-20,5.34,5.436,5.054,5.188,359830.72,2.32162,2.35385,2.23501,2.26711,151482.55
121,2020-12-21,5.188,5.448,4.702,4.873,576536.74,2.26711,2.30976,2.08504,2.18286,335762.5
122,2020-12-22,4.873,5.18,4.801,5.161,517652.95,2.18286,2.19274,2.07897,2.18527,226307.59
123,2020-12-23,5.161,5.185,4.587,4.727,632946.85,2.18527,2.199,1.58103,1.82096,843548.06
124,2020-12-24,4.727,5.199,4.632,5.12,566885.08,1.82096,2.08624,1.78303,2.0595,656815.49
125,2020-12-25,5.12,5.284,5.042,5.211,541783.33,2.0595,2.11327,1.97975,2.02892,485755.46
126,2020-12-26,5.211,5.293,5.08,5.191,540698.73,2.02892,2.03861,1.92773,1.9782,325606.93
127,2020-12-27,5.191,5.411,4.948,5.145,908238.49,1.9782,2.14218,1.88419,2.00303,563172.3
128,2020-12-28,5.145,6.694,5.115,6.602,1550208.02,2.00303,2.23184,1.99073,2.12061,758132.52
129,2020-12-29,6.602,7.675,6.172,7.531,1702734.26,2.12061,2.17548,1.98236,2.04512,1247338.91
130,2020-12-30,7.531,7.671,7.052,7.234,455513.26,2.04512,2.07686,1.96172,1.98692,386301.58
131,2020-12-31,7.234,9.479,7.154,9.265,580579.4,1.98692,2.02069,1.93988,2.01149,306761.73
132,2021-01-01,9.265,9.44,8.085,8.28,577858.32,2.01149,2.12812,1.97555,2.00519,395910.48
133,2021-01-02,8.28,9.813,7.9,9.211,870834.01,2.00519,2.05935,1.94878,1.99928,439643.98
134,2021-01-03,9.211,10.489,8.835,10.125,883672.33,1.99928,2.22581,1.95342,2.1297,567220.11
135,2021-01-04,10.125,10.521,8.727,9.499,948213.48,2.1297,2.35152,2.02185,2.32752,1007848.71
136,2021-01-05,9.499,10.038,9.022,9.71,749327.01,2.32752,2.45907,2.14138,2.37476,901948.7
137,2021-01-06,9.71,10.399,9.471,10.076,477264.46,2.37476,2.73041,2.29811,2.63323,744444.62
138,2021-01-07,10.076,10.654,9.425,9.633,558796.81,2.63323,2.78418,2.40312,2.53829,846107.84
139,2021-01-08,9.633,9.83,8.808,9.31,531896.07,2.53829,2.56641,2.25144,2.46012,1021689.38
140,2021-01-09,9.31,9.813,9.048,9.744,337936.84,2.46012,2.68417,2.4209,2.62988,449536.03
141,2021-01-10,9.744,10.009,8.691,9.3,415134.78,2.62988,2.94641,2.42002,2.7654,1137119.04
142,2021-01-11,9.3,9.314,6.842,8.284,1342858.57,2.7654,2.76668,2.10908,2.32812,1782974.32
143,2021-01-12,8.284,8.701,7.939,8.305,574883.72,2.32812,2.44677,2.19994,2.28796,1028395.9
144,2021-01-13,8.305,11.372,7.981,10.952,727426.57,2.28796,2.50044,2.23515,2.49898,692026.19
145,2021-01-14,10.952,14.677,10.886,14.628,713310.33,2.49898,2.61459,2.4046,2.55136,643326.24
146,2021-01-15,14.628,14.988,11.783,13.188,986959.95,2.55136,2.9012,2.4939,2.72731,1446692.89
147,2021-01-16,13.188,19.386,13.176,17.989,970415.63,2.72731,3.18271,2.70765,2.85919,1616960.2
148,2021-01-17,17.989,18.278,16.0,17.083,993779.12,2.85919,3.10863,2.69072,2.97264,1206761.4
149,2021-01-18,17.083,18.199,15.777,16.553,416891.08,2.97264,3.10286,2.84887,3.02809,907124.57
150,2021-01-19,16.553,17.479,15.932,16.406,373457.45,3.02809,3.21108,2.87444,2.88451,838880.18
151,2021-01-20,16.406,18.213,14.766,17.962,563276.31,2.88451,2.94759,2.65437,2.911,1019969.94
152,2021-01-21,17.962,18.108,15.002,15.973,618306.63,2.911,2.92756,2.43623,2.46335,1164960.52
153,2021-01-22,15.973,17.989,14.76,17.158,559679.72,2.46335,3.10729,2.31008,2.91832,1378741.98
154,2021-01-23,17.158,18.78,16.819,18.715,316704.79,2.91832,3.39883,2.83527,3.1638,1418490.01
155,2021-01-24,18.715,18.715,17.202,17.97,207988.03,3.1638,3.35,2.91186,3.04078,769221.11
156,2021-01-25,17.97,19.081,17.093,17.223,273930.7,3.04078,3.17752,2.83405,2.84,669213.72
157,2021-01-26,17.223,17.772,16.022,17.096,215582.41,2.84,3.00194,2.75597,2.90682,637384.21
158,2021-01-27,17.096,17.113,15.072,15.456,463848.66,2.90682,2.93095,2.6345,2.80094,953987.27
159,2021-01-28,15.456,17.5,15.296,16.856,297437.19,2.80094,3.08,2.72261,3.00339,854123.07
160,2021-01-29,16.856,17.737,15.981,16.81,444151.4,3.00339,3.05735,2.81346,2.91239,839959.74
161,2021-01-30,16.81,17.069,16.123,16.539,205175.16,2.91239,3.01618,2.81468,2.89492,611988.18
162,2021-01-31,16.539,17.507,15.661,16.128,219858.48,2.89492,2.94491,2.73375,2.84097,582591.32
163,2021-02-01,16.128,16.54,15.719,16.433,179087.83,2.84097,2.93177,2.7582,2.9157,649667.94
164,2021-02-02,16.433,17.646,16.033,17.216,243951.47,2.9157,2.95726,2.83268,2.90838,595980.06
165,2021-02-03,17.216,20.929,16.814,20.871,355827.04,2.90838,3.17547,2.88809,3.04927,564832.08
166,2021-02-04,20.871,21.702,18.944,19.693,395342.03,3.04927,3.15502,2.87,2.92954,442430.2
167,2021-02-05,19.693,21.341,19.39,20.823,179985.13,2.92954,3.51,2.8805,3.4612,480941.16
168,2021-02-06,20.823,21.376,19.869,20.355,134719.71,3.4612,3.51434,3.08687,3.17031,343768.3
169,2021-02-07,20.355,20.766,18.5,19.76,185658.13,3.17031,3.45234,3.06919,3.30637,413953.59
170,2021-02-08,19.76,23.696,19.204,23.024,288106.22,3.30637,3.43531,3.04176,3.34829,329236.98
171,2021-02-09,23.024,24.127,22.262,23.106,169612.41,3.34829,3.86707,3.20286,3.76362,362285.12
172,2021-02-10,23.106,24.82,22.009,23.571,272222.57,3.76362,3.88812,3.46364,3.83875,591069.2
173,2021-02-11,23.571,25.682,23.247,25.025,206279.1,3.83875,4.31248,3.80213,4.1153,488902.92
174,2021-02-12,25.025,29.269,24.523,28.651,222414.29,4.1153,5.3951,4.02338,5.00405,708471.06
175,2021-02-13,28.651,30.186,27.218,28.006,278111.57,5.00405,5.37299,4.59754,5.36372,704012.72
176,2021-02-14,28.006,29.37,26.393,26.945,198518.53,5.36372,5.62446,4.73968,4.86739,529200.47
177,2021-02-15,26.945,29.515,23.186,27.814,294152.94,4.86739,4.96847,3.84647,4.53933,881970.14
178,2021-02-16,27.814,31.036,26.891,30.095,199413.18,4.53933,4.87617,4.31826,4.53677,342463.34
179,2021-02-17,30.095,32.427,29.667,31.924,151267.64,4.53677,4.75763,4.1932,4.60714,268141.19
180,2021-02-18,31.924,32.557,30.573,31.094,62849.07,4.60714,4.98874,4.51198,4.83882,235199.08
181,2021-02-19,31.094,35.0,29.547,34.786,127627.39,4.83882,5.1029,4.58875,4.96972,210304.54
182,2021-02-20,34.786,42.209,34.749,38.985,345595.76,4.96972,5.13898,4.37789,4.63705,396775.37
183,2021-02-21,38.985,40.493,38.006,39.561,143016.34,4.63705,5.0,4.51246,4.67849,170690.34
184,2021-02-22,39.561,39.673,30.799,37.67,343590.27,4.67849,4.83456,3.73579,4.37768,129478.3
185,2021-02-23,37.67,37.701,26.59,34.535,915168.6,4.37768,4.37768,2.94469,3.54784,1804325.96
186,2021-02-24,34.535,36.77,31.876,33.673,298633.1,3.54784,3.89032,3.37066,3.53754,433558.44
187,2021-02-25,33.673,35.165,30.946,31.153,261389.91,3.53754,3.83268,3.30498,3.32315,373215.81
188,2021-02-26,31.153,33.563,28.06,31.31,424375.61,3.32315,3.8179,3.19438,3.48992,229363.32
189,2021-02-27,31.31,35.608,31.31,33.456,268665.7,3.48992,3.84866,3.48877,3.63388,202202.66
190,2021-02-28,33.456,34.587,29.674,33.737,300140.95,3.63388,3.66908,3.19775,3.41225,228088.53
191,2021-03-01,33.737,35.649,33.046,35.649,166884.07,3.41225,3.67944,3.39875,3.63408,118236.83
192,2021-03-02,35.649,37.911,34.494,36.152,182392.97,3.63408,3.79942,3.49416,3.67844,163383.71
193,2021-03-03,36.152,38.622,35.352,37.093,162535.49,3.67844,3.99472,3.67201,3.85085,126855.43
194,2021-03-04,37.093,38.338,34.412,35.264,153145.47,3.85085,3.96306,3.56666,3.66306,161901.68
195,2021-03-05,35.264,35.264,31.407,33.627,217930.9,3.66306,3.85374,3.44788,3.7715,152283.62
196,2021-03-06,33.627,34.153,32.127,33.413,112890.4,3.7715,4.00206,3.72079,3.86833,106091.47
197,2021-03-07,33.413,35.293,33.387,35.126,94009.66,3.86833,4.20828,3.82726,4.19375,84745.7
198,2021-03-08,35.126,35.539,33.225,34.901,108800.46,4.19375,4.48077,4.05532,4.39105,136434.58
199,2021-03-09,34.901,38.839,34.564,38.213,114878.06,4.39105,4.57964,4.35029,4.46267,94031.53
200,2021-03-10,38.213,39.54,36.325,37.578,157471.5,4.46267,4.47089,4.07515,4.14846,92131.52
201,2021-03-11,37.578,37.999,35.941,36.924,115993.65,4.14846,4.18768,3.95773,4.11294,76650.38
202,2021-03-12,36.924,37.455,34.5,35.978,89470.92,4.11294,4.14065,3.82156,3.97065,117313.17
203,2021-03-13,35.978,38.233,34.725,37.109,82360.9,3.97065,4.22809,3.80788,4.17443,75937.48
204,2021-03-14,37.109,37.997,36.321,36.55,58283.18,4.17443,4.18976,3.9558,3.96467,68831.11
205,2021-03-15,36.55,38.512,33.983,34.286,121595.87,3.96467,4.05131,3.75975,3.83282,102625.28
206,2021-03-16,34.286,35.562,32.155,35.379,125530.84,3.83282,4.04434,3.69627,4.02744,95332.07
207,2021-03-17,35.379,36.402,34.395,36.144,80740.32,4.02744,4.43485,3.85,4.40376,120120.08
208,2021-03-18,36.144,36.998,35.319,35.379,49577.98,4.40376,4.7,4.23471,4.26336,117277.64
209,2021-03-19,35.379,38.829,34.632,38.142,64597.87,4.26336,4.4,4.13175,4.26504,61791.33
210,2021-03-20,38.142,40.024,37.147,37.186,47514.2,4.26504,4.6002,4.2234,4.36483,48697.04
211,2021-03-21,37.186,38.041,36.125,36.71,56770.68,4.36483,4.40824,4.09171,4.23537,44337.03
212,2021-03-22,36.71,37.74,35.11,35.29,57025.77,4.23537,4.48669,4.02877,4.04227,66125.76
213,2021-03-23,35.29,36.244,34.06,34.247,49047.72,4.04227,4.25113,3.88778,4.10916,37696.92
214,2021-03-24,34.247,36.141,27.325,30.322,145889.5,4.10916,4.52404,3.9,3.97026,59103.36
215,2021-03-25,30.322,31.189,28.335,29.826,213951.01,3.97026,4.12969,3.68264,3.94874,62980.01
216,2021-03-26,29.826,33.352,29.826,33.132,64312.76,3.94874,4.18804,3.92932,4.17063,28474.87
217,2021-03-27,33.132,33.469,31.139,32.596,63401.43,4.17063,4.21498,4.03708,4.13567,30830.25
218,2021-03-28,32.596,33.189,31.255,32.215,35815.81,4.13567,4.34274,4.0515,4.2544,34323.11
219,2021-03-29,32.215,34.727,31.778,34.394,54698.18,4.2544,4.60146,4.17015,4.57886,60883.91
220,2021-03-30,34.394,34.814,33.517,33.955,43553.67,4.57886,4.77984,4.54927,4.55668,47104.38
221,2021-03-31,33.955,38.506,33.234,37.0,135553.99,4.55668,4.87367,4.23234,4.8222,70193.24
222,2021-04-01,37.0,39.0,36.003,37.433,149439.54,4.8222,5.34434,4.74857,5.11399,109055.99
223,2021-04-02,37.433,41.366,36.63,40.954,115929.25,5.11399,5.3709,4.97338,5.29848,73189.63
224,2021-04-03,40.954,46.823,40.941,41.348,434060.0,5.29848,5.40302,4.74715,4.76359,84084.22
225,2021-04-04,41.348,45.056,40.5,44.302,141079.42,4.76359,5.19417,4.68495,5.12188,60234.67
226,2021-04-05,44.302,45.855,41.857,45.805,183880.02,5.12188,6.44823,4.9855,6.07965,159093.46
227,2021-04-06,45.805,46.235,41.696,43.31,234562.2,6.07965,6.78189,5.86979,6.14772,230472.32
228,2021-04-07,43.31,43.48,37.757,39.508,316581.64,6.14772,6.46543,5.37671,5.51673,174757.38
229,2021-04-08,39.508,41.581,39.255,41.318,84357.14,5.51673,6.22648,5.47599,6.15681,97516.69
230,2021-04-09,41.318,42.088,40.096,40.762,51593.72,6.15681,6.8855,6.01009,6.82362,136791.14
231,2021-04-10,40.762,42.752,40.005,41.581,152384.53,6.82362,7.20452,6.25419,6.56018,148723.18
232,2021-04-11,41.581,41.86,40.006,41.32,57094.63,6.56018,6.67349,6.2959,6.44801,65205.81
233,2021-04-12,41.32,42.0,39.4,40.463,100239.47,6.44801,6.46835,6.10148,6.27738,57527.64
234,2021-04-13,40.463,43.362,39.736,42.929,156843.63,6.27738,6.67945,6.10382,6.5474,57270.37
235,2021-04-14,42.929,44.553,40.0,42.492,159890.33,6.5474,6.9097,6.1669,6.57184,103432.83
236,2021-04-15,42.492,44.288,41.421,43.414,96722.57,6.57184,6.90801,6.38089,6.79459,68585.03
237,2021-04-16,43.414,43.78,40.029,41.397,111240.56,6.79459,7.47074,6.55981,7.20096,160517.35
238,2021-04-17,41.397,48.347,41.386,42.083,290652.81,7.20096,7.66108,6.97898,7.05956,114478.1
239,2021-04-18,42.083,42.657,32.093,37.383,438000.42,7.05956,7.16168,5.19381,6.17987,258154.2
240,2021-04-19,37.383,38.662,34.0,34.741,129186.88,6.17987,6.41051,5.32282,5.45405,116405.67
241,2021-04-20,34.741,37.851,31.0,35.468,267954.29,5.45405,5.71525,4.95756,5.69856,155775.79
242,2021-04-21,35.468,36.289,31.6,33.796,242185.1,5.69856,5.82798,5.31884,5.3363,117867.0
243,2021-04-22,33.796,37.692,32.824,32.972,213247.59,5.3363,5.75071,4.85126,4.93895,92567.19
244,2021-04-23,32.972,33.482,27.076,32.231,723589.97,4.93895,5.06324,4.03348,4.81116,409757.24
245,2021-04-24,32.231,32.387,28.563,28.972,130564.39,4.81116,4.81708,4.40654,4.44029,66190.1
246,2021-04-25,28.972,31.263,28.126,29.809,61431.8,4.44029,4.78573,4.23642,4.44411,52886.85
247,2021-04-26,29.809,33.455,29.778,33.385,131507.72,4.44411,5.34001,4.39625,5.22344,72832.27
248,2021-04-27,33.385,35.4,33.0,34.818,149668.43,5.22344,5.4835,5.15337,5.42884,46310.2
249,2021-04-28,34.818,35.355,32.588,33.96,97765.76,5.42884,5.54341,5.07878,5.24746,45764.26
250,2021-04-29,33.96,36.0,33.0,35.98,97580.32,5.24746,5.42493,5.10471,5.23689,38271.65
251,2021-04-30,35.98,36.786,35.11,36.534,90077.36,5.23689,5.64451,5.12911,5.60888,36973.65
252,2021-05-01,36.534,37.352,35.814,36.888,45472.5,5.60888,5.88463,5.49187,5.8171,29109.64
253,2021-05-02,36.888,37.166,35.254,36.614,67101.88,5.8171,5.85137,5.46173,5.60575,32220.63
254,2021-05-03,36.614,38.276,36.614,37.245,51822.39,5.60575,6.09459,5.59429,6.00039,32019.2
255,2021-05-04,37.245,37.925,34.499,34.778,92993.97,6.00039,6.05224,5.43912,5.49378,71904.93
256,2021-05-05,34.778,40.747,34.568,40.461,123661.56,5.49378,6.69845,5.41614,6.6028,76674.13
257,2021-05-06,40.461,43.863,38.031,41.579,146755.67,6.6028,8.0451,6.45434,7.57233,110369.88
258,2021-05-07,41.579,42.612,37.45,39.866,256788.14,7.57233,8.42548,6.77694,7.09564,164857.78
259,2021-05-08,39.866,40.643,38.693,39.879,229233.97,7.09564,7.28782,6.8232,6.96819,104691.1
260,2021-05-09,39.879,41.991,38.223,40.306,171703.39,6.96819,7.15142,6.50491,7.09393,48587.52
261,2021-05-10,40.306,41.816,32.362,36.518,221958.65,7.09393,7.2461,5.90817,6.18778,70265.83
262,2021-05-11,36.518,38.665,35.561,38.664,431663.9,6.18778,7.24695,5.92877,7.10899,102371.71
263,2021-05-12,38.664,47.239,33.84,35.154,445860.1,7.10899,7.3277,5.86536,5.91631,85321.32
264,2021-05-13,35.154,41.827,32.287,40.017,516888.54,5.91631,6.40573,5.7186,6.12641,99227.09
265,2021-05-14,40.017,48.0,39.432,47.977,361072.79,6.12641,6.50422,6.04181,6.47346,57552.15
266,2021-05-15,47.977,49.792,41.597,43.601,513139.24,6.47346,6.50766,5.74333,5.77396,63720.41
267,2021-05-16,43.601,48.88,39.347,42.431,334127.51,5.77396,6.21743,5.36004,5.67856,69165.37
268,2021-05-17,42.431,42.435,35.117,38.701,532920.07,5.67856,5.67856,5.04623,5.17711,83362.67
269,2021-05-18,38.701,42.6,36.081,40.635,524027.66,5.17711,5.94223,5.10546,5.73429,63135.24
270,2021-05-19,40.635,41.325,17.732,25.02,3158691.01,5.73429,5.82883,2.84281,3.60595,253198.15
271,2021-05-20,25.02,31.271,21.076,28.945,1799548.08,3.60595,4.46638,3.16679,4.18584,123377.23
272,2021-05-21,28.945,30.965,20.0,24.41,1153847.4,4.18584,4.38914,3.12347,3.67295,68949.42
273,2021-05-22,24.41,24.595,20.323,22.039,838703.91,3.67295,3.73701,3.22847,3.43075,42403.24
274,2021-05-23,22.039,23.455,13.671,17.892,1003624.01,3.43075,3.59766,2.44131,2.9123,42189.04
275,2021-05-24,17.892,23.46,17.133,23.238,551289.79,2.9123,3.61017,2.83376,3.53437,26880.96
276,2021-05-25,23.238,24.216,19.672,22.152,499313.24,3.53437,3.74385,3.25086,3.66051,24925.26
277,2021-05-26,22.152,24.721,21.636,24.514,324493.38,3.66051,3.96987,3.58218,3.91952,21712.14
278,2021-05-27,24.514,24.92,21.771,23.939,321326.01,3.91952,4.16122,3.58279,3.8633,27165.38
279,2021-05-28,23.939,26.191,20.044,21.341,690152.02,3.8633,3.92628,3.25729,3.39429,30808.5
280,2021-05-29,21.341,22.296,18.8,19.843,278377.4,3.39429,3.56576,3.04172,3.2056,25641.02
281,2021-05-30,19.843,21.326,18.436,20.467,211858.83,3.2056,3.44436,3.02543,3.29144,21752.19
282,2021-05-31,20.467,23.434,19.08,23.277,220275.83,3.29144,3.60577,3.15091,3.60328,23430.38
283,2021-06-01,23.277,23.534,21.698,22.834,183054.0,3.60328,3.69451,3.44215,3.66964,18125.64
284,2021-06-02,22.834,27.0,22.667,25.923,216242.67,3.66964,3.87004,3.58025,3.81463,18338.0
285,2021-06-03,25.923,28.606,25.698,26.992,183011.51,3.81463,3.98192,3.73179,3.87607,16339.0
286,2021-06-04,26.992,27.008,23.652,24.993,226525.01,3.87607,3.89862,3.37403,3.55486,22868.97
287,2021-06-05,24.993,26.385,22.971,23.777,161323.69,3.55486,3.68521,3.27161,3.42646,17745.29
288,2021-06-06,23.777,24.471,23.575,24.173,67643.59,3.42646,3.89586,3.4097,3.84087,25831.0
289,2021-06-07,24.173,25.255,21.329,21.688,136752.76,3.84087,4.13078,3.43845,3.4813,26586.57
290,2021-06-08,21.688,22.28,19.647,21.652,150855.2,3.4813,3.57354,3.08282,3.45046,18788.24
291,2021-06-09,21.652,23.314,20.366,23.178,149688.43,3.45046,3.52528,3.23163,3.50684,24255.59
292,2021-06-10,23.178,24.547,22.071,22.647,121461.4,3.50684,3.53981,3.19743,3.27083,21303.11
293,2021-06-11,22.647,23.182,20.502,20.962,71059.57,3.27083,3.3676,3.08728,3.13168,23149.68
294,2021-06-12,20.962,21.248,19.527,20.732,96770.03,3.13168,3.21974,2.92322,3.13465,25624.41
295,2021-06-13,20.732,22.399,19.932,22.049,68976.04,3.13465,3.31822,3.00348,3.31059,21427.41
296,2021-06-14,22.049,26.031,21.242,25.87,149272.33,3.31059,3.35174,3.19101,3.34899,21801.78
297,2021-06-15,25.87,26.0,23.585,23.961,115903.79,3.34899,3.38876,3.21929,3.27363,22839.73
298,2021-06-16,23.961,24.54,22.501,23.018,84551.87,3.27363,3.3247,3.09299,3.11546,29851.81
299,2021-06-17,23.018,23.99,22.007,22.527,57808.49,3.11546,3.43272,3.11546,3.37167,44316.42
300,2021-06-18,22.527,22.558,20.219,21.392,68239.52,3.37167,3.38153,2.99848,3.09347,29253.82
301,2021-06-19,21.392,21.614,20.25,20.254,47727.97,3.09347,3.17314,3.02321,3.03336,24679.02
302,2021-06-20,20.254,20.989,18.884,20.617,77427.02,3.03336,3.11271,2.87896,3.07654,25334.07
303,2021-06-21,20.617,20.786,15.359,15.715,271720.27,3.07654,3.09324,2.48325,2.48777,27154.1
304,2021-06-22,15.715,16.917,13.009,14.636,471310.05,2.48777,2.65197,2.12666,2.36658,38327.19
305,2021-06-23,14.636,16.8,13.977,15.792,196395.2,2.36658,2.78024,2.27929,2.68453,26827.94
306,2021-06-24,15.792,16.588,14.729,16.224,128715.27,2.68453,2.8438,2.57556,2.82598,24263.41
307,2021-06-25,16.224,16.729,14.425,14.432,139971.23,2.82598,2.87473,2.48816,2.52901,24920.34
308,2021-06-26,14.432,14.97,13.631,14.517,132877.38,2.52901,2.6168,2.39094,2.53801,39044.96
