,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,SOL/USDT_open,SOL/USDT_high,SOL/USDT_low,SOL/USDT_close,SOL/USDT_volume,spread_zscore
659,2020-10-22,390.43,420.54,390.32,413.98,40580.89702,1.89,2.0862,1.87,1.9568,103235.38,2.9069892855331374
660,2020-10-23,413.98,419.24,401.58,409.21,18659.95939,1.9568,1.9863,1.8489,1.9608,86252.91,2.390148060537979
661,2020-10-24,409.21,416.55,407.04,412.11,13094.30209,1.9608,1.9652,1.8805,1.9168,76127.34,2.3098980468189603
662,2020-10-25,412.11,417.34,403.18,405.87,11711.61061,1.9168,1.9212,1.7602,1.7917,88786.43,1.942410037129455
663,2020-10-26,405.87,411.09,382.44,392.76,25198.20329,1.7917,1.8654,1.6116,1.6775,104377.0,1.384336853227213
664,2020-10-27,392.76,410.13,389.97,403.35,17685.32845,1.6775,1.7497,1.5898,1.708,103696.74,1.707235195574575
665,2020-10-28,403.35,409.18,380.7,388.33,28755.13153,1.708,1.724,1.4535,1.5196,138203.85,1.1703835639528197
666,2020-10-29,388.33,393.46,380.89,387.38,16738.89687,1.5196,1.5752,1.4171,1.4323,96687.53,1.1359208464334771
667,2020-10-30,387.38,391.74,373.92,382.45,22023.63701,1.4323,1.4708,1.3296,1.4419,143573.28,0.9104511767340344
668,2020-10-31,382.45,393.69,380.33,386.56,14790.21347,1.4419,1.5562,1.4299,1.5485,81303.94,0.9675659191404736
669,2020-11-01,386.56,397.41,384.75,396.39,11224.53929,1.5485,1.6451,1.5132,1.6054,90622.24,1.2453739141938667
670,2020-11-02,396.39,403.93,378.26,383.25,23659.29328,1.6054,1.6397,1.4618,1.4727,90606.32,0.7822947809978525
671,2020-11-03,383.25,389.92,370.6,387.8,22930.72124,1.4727,1.4812,1.4059,1.4097,86526.52,0.9446924262527032
672,2020-11-04,387.8,408.24,376.94,402.37,27633.59252,1.4097,1.4148,1.2731,1.3906,131040.4,1.4574723457924634
673,2020-11-05,402.37,420.05,396.65,416.66,36235.28389,1.3906,1.4893,1.3017,1.4012,113035.25,1.887068529061494
674,2020-11-06,416.66,458.19,414.89,455.86,52806.97107,1.4012,1.9445,1.3961,1.9048,168528.99,2.788454378141525
675,2020-11-07,455.86,468.22,421.0,435.13,74211.10725,1.9048,2.4789,1.839,2.0236,268483.59,1.8742874091043913
676,2020-11-08,435.13,460.04,432.1,454.34,31600.284,2.0236,2.2712,1.9616,2.1578,203377.22,2.258230344636034
677,2020-11-09,454.34,458.94,434.18,444.3,36354.66435,2.1578,2.1947,1.954,2.0323,123373.64,1.8459769543792754
678,2020-11-10,444.3,454.61,439.07,450.34,23167.14768,2.0323,2.323,2.0092,2.2632,122412.58,1.8270237952439825
679,2020-11-11,450.34,476.08,449.41,463.11,29292.03256,2.2632,2.2964,1.968,2.0026,113534.68,2.145236764597321
680,2020-11-12,463.11,470.0,452.26,462.48,24389.68065,2.0026,2.0564,1.8245,1.9042,104680.54,2.0177237558021828
681,2020-11-13,462.48,477.99,457.49,476.38,20736.16516,1.9042,2.0755,1.8991,2.0137,112053.15,2.1946143841176218
682,2020-11-14,476.38,477.42,452.15,460.59,17143.1253,2.0137,2.0315,1.8699,1.9179,99446.03,1.6877776273027634
683,2020-11-15,460.59,462.79,440.33,448.07,16169.72942,1.9179,2.215,1.9151,2.0409,128299.19,1.2514234755525249
684,2020-11-16,448.07,465.8,445.58,460.35,14913.75909,2.0409,2.3633,1.9914,2.2628,134238.53,1.4611937961069466
685,2020-11-17,460.35,484.53,459.81,482.3,25929.45429,2.2628,2.3221,2.1302,2.1951,106637.59,1.9815054883976804
686,2020-11-18,482.3,495.27,457.99,478.33,56641.91485,2.1951,2.2111,1.9998,2.1136,110339.0,1.7842402839233298
687,2020-11-19,478.33,480.46,465.0,471.49,18294.80692,2.1136,2.1815,2.0141,2.0823,99151.54,1.5196998522016945
688,2020-11-20,471.49,514.13,470.82,510.04,38939.40616,2.0823,2.2322,2.0528,2.0995,98543.41,2.3328504188527406
689,2020-11-21,510.04,552.95,503.01,552.03,44226.11908,2.0995,2.5029,2.0355,2.389,134438.22,2.881876215057564
690,2020-11-22,552.03,580.54,511.62,560.01,68099.04187,2.389,2.4178,2.0484,2.1527,141420.25,2.7491560084471
691,2020-11-23,560.01,610.79,548.0,608.78,74159.24313,2.1527,2.3581,2.1149,2.2793,129833.26,3.1577704828630977
692,2020-11-24,608.78,622.66,586.17,605.04,72075.57263,2.2793,2.4678,2.1347,2.2831,191645.59,2.7195903377435706
693,2020-11-25,605.04,605.97,531.85,569.44,60744.96686,2.2831,2.486,2.172,2.2655,152634.97,1.978585502409741
694,2020-11-26,569.44,576.97,482.41,519.66,239590.46184,2.2655,2.3086,1.729,1.9062,185745.6,1.1854031926740638
