,timestamp,ADA/USDT_open,ADA/USDT_high,ADA/USDT_low,ADA/USDT_close,ADA/USDT_volume,AVAX/USDT_open,AVAX/USDT_high,AVAX/USDT_low,AVAX/USDT_close,AVAX/USDT_volume,BCH/USDT_open,BCH/USDT_high,BCH/USDT_low,BCH/USDT_close,BCH/USDT_volume,BNB/USDT_open,BNB/USDT_high,BNB/USDT_low,BNB/USDT_close,BNB/USDT_volume,BONK/USDT_open,BONK/USDT_high,BONK/USDT_low,BONK/USDT_close,BONK/USDT_volume,BTC/USDT_open,BTC/USDT_high,BTC/USDT_low,BTC/USDT_close,BTC/USDT_volume,CRV/USDT_open,CRV/USDT_high,CRV/USDT_low,CRV/USDT_close,CRV/USDT_volume,DOGE/USDT_open,DOGE/USDT_high,DOGE/USDT_low,DOGE/USDT_close,DOGE/USDT_volume,ENA/USDT_open,ENA/USDT_high,ENA/USDT_low,ENA/USDT_close,ENA/USDT_volume,ERA/USDT_open,ERA/USDT_high,ERA/USDT_low,ERA/USDT_close,ERA/USDT_volume,ES/USDT_open,ES/USDT_high,ES/USDT_low,ES/USDT_close,ES/USDT_volume,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,FDUSD/USDT_open,FDUSD/USDT_high,FDUSD/USDT_low,FDUSD/USDT_close,FDUSD/USDT_volume,HBAR/USDT_open,HBAR/USDT_high,HBAR/USDT_low,HBAR/USDT_close,HBAR/USDT_volume,HYPER/USDT_open,HYPER/USDT_high,HYPER/USDT_low,HYPER/USDT_close,HYPER/USDT_volume,KERNEL/USDT_open,KERNEL/USDT_high,KERNEL/USDT_low,KERNEL/USDT_close,KERNEL/USDT_volume,LINK/USDT_open,LINK/USDT_high,LINK/USDT_low,LINK/USDT_close,LINK/USDT_volume,LTC/USDT_open,LTC/USDT_high,LTC/USDT_low,LTC/USDT_close,LTC/USDT_volume,MNT/USDT_open,MNT/USDT_high,MNT/USDT_low,MNT/USDT_close,MNT/USDT_volume,PENGU/USDT_open,PENGU/USDT_high,PENGU/USDT_low,PENGU/USDT_close,PENGU/USDT_volume,PEPE/USDT_open,PEPE/USDT_high,PEPE/USDT_low,PEPE/USDT_close,PEPE/USDT_volume,PUMP/USDT_open,PUMP/USDT_high,PUMP/USDT_low,PUMP/USDT_close,PUMP/USDT_volume,SOL/USDT_open,SOL/USDT_high,SOL/USDT_low,SOL/USDT_close,SOL/USDT_volume,SPK/USDT_open,SPK/USDT_high,SPK/USDT_low,SPK/USDT_close,SPK/USDT_volume,SUI/USDT_open,SUI/USDT_high,SUI/USDT_low,SUI/USDT_close,SUI/USDT_volume,TRX/USDT_open,TRX/USDT_high,TRX/USDT_low,TRX/USDT_close,TRX/USDT_volume,USD1/USDT_open,USD1/USDT_high,USD1/USDT_low,USD1/USDT_close,USD1/USDT_volume,USDC/USDT_open,USDC/USDT_high,USDC/USDT_low,USDC/USDT_close,USDC/USDT_volume,WIF/USDT_open,WIF/USDT_high,WIF/USDT_low,WIF/USDT_close,WIF/USDT_volume,XRP/USDT_open,XRP/USDT_high,XRP/USDT_low,XRP/USDT_close,XRP/USDT_volume
134,2024-07-26,0.3948,0.4197,0.3946,0.4172,2603963.71,27.23,28.87,27.17,28.74,364907.91,361.4,379.1,361.3,377.4,1341.07968,570.7,582.8,570.2,580.9,25847.178,2.704e-05,2.889e-05,2.688e-05,2.864e-05,23879432791.0,65799.94,68200.01,65722.63,67907.99,8952.036629,0.2525,0.2687,0.2522,0.2667,225910.277,0.12528,0.13496,0.1252,0.1342,131347118.07,0.429,0.473,0.423,0.464,971890.16,,,,,,,,,,,3175.48,3285.94,3171.0,3274.6,61020.92755,,,,,,0.06603,0.06883,0.06587,0.0684,3114735.17,,,,,,,,,,,12.934,13.636,12.916,13.525,47310.53,68.84,71.69,68.78,71.31,10450.4565,0.8353,0.866,0.8278,0.8546,43094.78,,,,,,1.1481e-05,1.2128e-05,1.1402e-05,1.203e-05,2516944246770.0,,,,,,171.85,184.0,171.71,183.06,447642.93,,,,,,0.7499,0.793,0.7468,0.7871,786821.25,0.13555,0.13762,0.13555,0.13745,43225526.95,,,,,,1.0001,1.0003,0.9999,0.9999,6959820.44,2.5156,2.6747,2.5025,2.6674,6429406.23,0.5995,0.6093,0.5863,0.6034,42690523.27
135,2024-07-27,0.4172,0.4287,0.4133,0.4177,108298573.84,28.74,29.51,27.58,28.04,240466.77,377.4,398.0,376.6,392.5,744.97986,580.9,592.8,572.8,581.6,25254.187,2.864e-05,3.048e-05,2.737e-05,2.827e-05,27115111292.0,67907.99,69399.99,66653.87,67888.47,9673.102066,0.2667,0.2714,0.2608,0.268,209367.994,0.1342,0.13874,0.13025,0.13131,258646654.06,0.464,0.48,0.446,0.468,572279.94,,,,,,,,,,,3274.6,3327.59,3191.09,3249.0,49213.54472,,,,,,0.0684,0.07038,0.06741,0.06865,3130606.01,,,,,,,,,,,13.525,13.88,13.279,13.544,966672.76,71.31,72.36,70.32,71.3,9969.1452,0.8546,0.8546,0.8166,0.8238,49940.21,,,,,,1.203e-05,1.2495e-05,1.1586e-05,1.1908e-05,2229229291021.0,,,,,,183.06,188.29,178.11,183.92,454403.71,,,,,,0.7871,0.799,0.7636,0.7843,534233.62,0.13745,0.13762,0.13645,0.13719,33257439.94,,,,,,0.9999,1.0001,0.9996,0.9999,15850276.63,2.6674,2.703,2.4097,2.4854,6292908.22,0.6034,0.6091,0.5834,0.5957,30455245.52
136,2024-07-28,0.4177,0.4207,0.4046,0.4073,45604604.1,28.04,28.18,27.1,27.39,172586.42,392.5,422.5,389.3,417.0,1086.37131,581.6,584.9,574.5,583.8,15877.968,2.827e-05,2.871e-05,2.754e-05,2.801e-05,12214049306.0,67888.47,68318.43,67070.34,68249.88,6693.293576,0.268,0.2703,0.2604,0.2635,167943.109,0.13131,0.13185,0.12811,0.13004,1358019538.01,0.468,0.468,0.44,0.448,333414.07,,,,,,,,,,,3249.0,3284.2,3199.35,3270.15,34771.32289,,,,,,0.06865,0.06916,0.06673,0.06747,2344104.69,,,,,,,,,,,13.544,13.645,13.198,13.294,9906.09,71.3,71.76,70.35,71.08,11592.1395,0.8238,0.8238,0.7883,0.7895,38933.55,,,,,,1.1908e-05,1.197e-05,1.1559e-05,1.1748e-05,1154927651881.0,,,,,,183.92,186.68,181.16,184.91,295291.52,,,,,,0.7843,0.7843,0.7436,0.7497,386674.72,0.13719,0.1391,0.13684,0.13875,31780032.47,,,,,,0.9999,1.0001,0.9999,1.0,3634715.9,2.4854,2.5076,2.3848,2.411,3615176.28,0.5957,0.6145,0.5911,0.6012,43414722.37
137,2024-07-29,0.4073,0.4272,0.4031,0.4032,2764363.95,27.39,28.85,26.98,27.0,303486.95,417.0,459.0,414.6,439.2,2424.94148,583.8,597.2,572.2,574.3,25357.73,2.801e-05,2.939e-05,2.689e-05,2.693e-05,25716329003.0,68249.88,70077.0,66439.85,66784.69,10778.511784,0.2635,0.269,0.2556,0.259,229662.459,0.13004,0.13509,0.12767,0.12855,289730294.76,0.448,0.476,0.437,0.439,409372.25,,,,,,,,,,,3270.15,3396.77,3258.4,3317.56,59165.70501,,,,,,0.06747,0.0696,0.06662,0.06707,2760851.35,,,,,,,,,,,13.29,13.91,13.29,13.54,41596.8,71.08,76.77,71.04,73.71,31048.2785,0.7895,0.8247,0.7803,0.7899,81947.1,,,,,,1.1748e-05,1.2412e-05,1.1692e-05,1.1796e-05,2123899782465.0,,,,,,184.91,193.98,181.66,182.58,457783.42,,,,,,0.7497,0.7849,0.7369,0.74,771210.58,0.1387,0.1393,0.135,0.1375,86452808.08,,,,,,1.0,1.0003,0.9999,1.0,8048498.13,2.411,2.567,2.281,2.283,6365710.73,0.6012,2.0,0.5921,0.6019,19364237.51
138,2024-07-30,0.4032,0.4075,0.3949,0.4014,773699.53,27.0,27.32,26.04,26.33,140229.18,439.2,446.4,428.2,432.4,372.64614,574.3,588.3,566.8,588.1,15803.594,2.693e-05,2.803e-05,2.565e-05,2.595e-05,15665523474.0,66784.69,67000.0,65315.49,66188.01,9775.431281,0.259,0.2785,0.2536,0.2569,554034.448,0.12855,0.13058,0.12339,0.12548,115446672.92,0.439,0.448,0.406,0.411,422114.8,,,,,,,,,,,3317.56,3366.01,3233.43,3279.2,42685.48078,,,,,,0.06707,0.06825,0.06475,0.06598,3922403.6,,,,,,,,,,,13.54,13.79,13.0,13.14,13322.55,73.71,74.52,71.11,71.69,14888.1053,0.7899,0.8026,0.7678,0.7732,68428.77,,,,,,1.1796e-05,1.2033e-05,1.1033e-05,1.1313e-05,1155124737205.0,,,,,,182.58,184.8,175.44,179.02,273095.95,,,,,,0.74,0.7511,0.6941,0.7071,13557959.96,0.1375,0.1384,0.1324,0.133,45608009.07,,,,,,1.0,1.0004,1.0,1.0002,7697086.66,2.283,2.39,2.25,2.287,3310021.63,0.6019,0.6377,0.5953,0.6278,36856359.52
139,2024-07-31,0.4014,0.4078,0.3872,0.3881,976151.73,26.33,26.86,25.44,25.71,198825.05,432.4,441.3,412.2,413.9,180.08687,588.1,592.9,574.8,576.4,17870.342,2.595e-05,2.688e-05,2.442e-05,2.451e-05,16900037460.0,66188.01,66849.24,64530.0,64632.0,10550.044185,0.2569,0.2717,0.2506,0.2608,483934.258,0.12548,0.12735,0.12134,0.12191,52114240.6,0.411,0.418,0.392,0.4,423163.82,,,,,,,,,,,3279.2,3349.83,3214.29,3232.73,29823.33169,,,,,,0.06598,0.06698,0.0623,0.06294,4076937.91,,,,,,,,,,,13.14,13.4,12.77,12.83,13388.95,71.69,72.93,69.87,70.15,9571.0622,0.7732,0.7763,0.7249,0.7249,42236.11,,,,,,1.1313e-05,1.1641e-05,1.0867e-05,1.1042e-05,1055855172134.0,,,,,,179.02,184.57,171.61,171.69,277645.17,,,,,,0.7071,0.7264,0.694,0.7069,393132.64,0.133,0.133,0.1285,0.1288,62115268.81,,,,,,1.0002,1.0006,1.0,1.0003,8227295.82,2.287,2.354,2.143,2.178,3585489.83,0.6278,0.6586,0.622,0.6231,41838338.15
140,2024-08-01,0.3881,0.3956,0.3683,0.3928,1211120.02,25.71,25.93,24.03,25.71,201022.97,413.9,423.5,389.9,413.3,555.659,576.4,578.0,553.8,575.1,24773.047,2.451e-05,2.51e-05,2.232e-05,2.502e-05,26006563239.0,64632.0,65656.01,62302.0,65354.01,13486.202069,0.2608,0.2922,0.254,0.2868,1859140.904,0.12191,0.12307,0.11217,0.11899,104822667.39,0.4,0.406,0.365,0.396,492339.24,,,,,,,,,,,3232.73,3242.57,3080.46,3203.41,52651.35674,,,,,,0.06294,0.06388,0.05897,0.06336,5145071.72,,,,,,,,,,,12.83,13.1,12.14,12.89,62351.16,70.15,71.43,66.0,69.63,12165.2708,0.7249,0.7249,0.684,0.7128,29606.95,,,,,,1.1042e-05,1.1144e-05,9.74e-06,1.0522e-05,2137171734765.0,,,,,,171.69,172.87,157.92,167.47,466964.61,,,,,,0.7069,0.7172,0.658,0.6958,632001.68,0.1288,0.1298,0.127,0.1283,73613833.1,,,,,,1.0003,1.0011,0.9953,1.0009,12351334.49,2.178,2.195,1.821,1.962,10716925.17,0.6231,0.6302,0.5681,0.5964,37407927.21
141,2024-08-02,0.3928,0.3953,0.3582,0.3636,1284690.03,25.71,25.91,23.35,23.6,230742.93,413.3,417.5,379.7,381.6,667.36263,575.1,577.6,540.2,542.8,26351.286,2.502e-05,2.537e-05,2.211e-05,2.242e-05,18835579713.0,65354.01,65596.14,61232.49,61498.34,13596.72531,0.2868,0.2906,0.2614,0.2902,1310058.676,0.11899,0.11973,0.11029,0.11163,164885591.02,0.396,0.399,0.349,0.351,427376.72,,,,,,,,,,,3203.41,3225.0,2967.42,2989.61,61100.30154,,,,,,0.06336,0.06407,0.05875,0.05958,2967458.17,,,,,,,,,,,12.89,12.96,11.78,11.93,64055.07,69.63,69.96,63.99,65.05,12905.7285,0.7128,0.7128,0.655,0.6585,96926.07,,,,,,1.0522e-05,1.0603e-05,9.231e-06,9.333e-06,2277645627955.0,,,,,,167.47,169.42,150.0,152.9,470976.36,,,,,,0.6958,0.6999,0.618,0.6377,511465.82,0.1283,0.1284,0.1229,0.1236,67136802.4,,,,,,1.0009,1.0012,1.0002,1.0012,23702021.09,1.962,1.985,1.644,1.664,9301538.78,0.5964,0.5969,0.5465,0.5606,38610492.01
142,2024-08-03,0.3636,0.373,0.3499,0.3645,1396041.16,23.6,24.11,22.2,22.67,187847.32,381.6,386.0,355.0,364.4,266.33354,542.8,545.1,521.4,529.6,21940.774,2.242e-05,2.279e-05,2.02e-05,2.103e-05,18037549516.0,61498.34,62196.35,59850.0,60697.99,12225.771158,0.2902,0.2906,0.2464,0.2528,1736851.063,0.11163,0.11475,0.10524,0.10811,61174478.93,0.351,0.356,0.31,0.313,417269.29,,,,,,,,,,,2989.61,3018.0,2859.61,2903.64,54928.96943,,,,,,0.05958,0.05986,0.05624,0.05824,3958078.15,,,,,,,,,,,11.93,12.13,11.35,11.69,47866.33,65.05,66.37,62.6,64.66,12351.3082,0.6585,0.6776,0.6366,0.6435,31729.45,,,,,,9.333e-06,9.547e-06,8.292e-06,8.618e-06,2472210069302.0,,,,,,152.9,154.03,140.01,142.45,467083.39,,,,,,0.6377,0.6536,0.594,0.6104,15827999.91,0.1236,0.1255,0.1229,0.1255,57527211.7,,,,,,1.0012,1.0013,1.0005,1.0005,13191265.56,1.664,1.737,1.537,1.598,8686451.96,0.5606,0.5776,0.5406,0.556,22936091.82
143,2024-08-04,0.3645,0.3675,0.3349,0.3441,1915514.05,22.67,22.95,20.59,21.25,212984.72,364.4,367.3,331.0,332.5,2334.94802,529.6,532.2,486.7,496.9,34752.487,2.103e-05,2.152e-05,1.876e-05,1.981e-05,21030655837.0,60697.99,61114.91,57172.0,58160.99,10803.884798,0.2528,0.2612,0.2322,0.2449,1960863.78,0.10811,0.10933,0.09901,0.1037,70389538.84,0.313,0.325,0.277,0.292,880907.52,,,,,,,,,,,2903.64,2934.12,2631.0,2688.9,53255.39751,,,,,,0.05824,0.05888,0.05372,0.05535,5173554.88,,,,,,,,,,,11.69,11.78,10.5,10.89,91953.0,64.66,65.21,60.5,62.47,9808.7946,0.6435,0.6545,0.5781,0.5869,67543.06,,,,,,8.618e-06,8.78e-06,7.666e-06,8.1e-06,3303100395428.0,,,,,,142.45,146.06,131.33,138.29,583012.57,,,,,,0.6104,0.6297,0.5631,0.5776,32905940.63,0.1255,0.1286,0.125,0.1264,103441454.68,,,,,,1.0005,1.0009,1.0001,1.0004,10574239.14,1.598,1.635,1.351,1.439,11190134.18,0.556,0.559,0.5139,0.5228,21723958.25
144,2024-08-05,0.3441,0.3459,0.2764,0.3117,3768203.96,21.25,21.37,17.32,19.52,975108.7,332.5,335.4,273.5,309.7,1501.08282,496.9,500.0,400.8,464.3,198793.154,1.981e-05,2.017e-05,1.557e-05,1.788e-05,45821406918.0,58160.99,58305.59,49039.29,53989.98,17426.589314,0.2449,0.2477,0.1803,0.2089,1252916.498,0.1037,0.10424,0.08056,0.0942,751726167.88,0.292,0.295,0.226,0.26,1873735.48,,,,,,,,,,,2688.9,2697.44,2117.09,2419.25,162880.76061,,,,,,0.05535,0.05584,0.0455,0.05213,8040780.01,,,,,,,,,,,10.89,10.96,8.03,9.48,258540.67,62.47,62.54,49.96,56.07,28010.4503,0.5869,0.61,0.475,0.5922,193287.82,,,,,,8.1e-06,8.245e-06,5.854e-06,7.041e-06,11375982560947.0,,,,,,138.29,139.38,110.01,129.76,1965769.97,,,,,,0.5776,0.5814,0.4625,0.5348,80619458.77,0.1264,0.1266,0.1171,0.1215,186775887.74,,,,,,1.0004,1.001,0.999,0.9996,35424856.2,1.439,1.47,1.07,1.26,34254701.6,0.5228,0.5257,0.4319,0.4889,112846436.98
145,2024-08-06,0.3117,0.3368,0.3114,0.3311,1556984.39,19.52,21.46,19.51,20.9,273029.23,309.7,329.9,307.7,315.1,324.90467,464.3,493.9,463.5,484.9,42817.97,1.788e-05,2.096e-05,1.786e-05,1.986e-05,68684827731.0,53989.98,57040.82,53956.01,56023.07,14691.558897,0.2089,0.2396,0.2089,0.2289,752421.162,0.0942,0.1014,0.09412,0.09648,296627350.84,0.26,0.289,0.26,0.275,792526.8,,,,,,,,,,,2419.25,2555.0,2415.0,2461.72,57132.72356,,,,,,0.05213,0.05658,0.05205,0.05508,3658020.08,,,,,,,,,,,9.48,10.46,9.48,10.06,63698.68,56.07,59.29,56.0,58.24,15068.7474,0.5922,0.6262,0.592,0.5972,41418.31,,,,,,7.041e-06,8.182e-06,7.04e-06,7.738e-06,5034702071051.0,,,,,,129.76,149.53,129.41,144.39,726054.08,,,,,,0.5348,0.6156,0.5343,0.6012,53476459.11,0.1215,0.1238,0.1214,0.1235,65147551.39,,,,,,0.9996,0.9998,0.9991,0.9995,17452001.15,1.26,1.473,1.257,1.416,12591135.74,0.4889,0.5186,0.4878,0.5061,38261895.55
146,2024-08-07,0.3311,0.3406,0.3162,0.3234,1940399.28,20.9,21.7,19.71,19.86,220413.83,315.1,327.5,309.0,311.9,453.04007,484.9,497.6,468.1,475.0,30207.629,1.986e-05,2.176e-05,1.893e-05,1.905e-05,54229350020.0,56023.07,57707.22,54558.62,55130.01,12160.08526,0.2289,0.2439,0.2249,0.2318,2146693.52,0.09648,0.10205,0.09435,0.09556,317957682.15,0.275,0.287,0.257,0.26,706880.46,,,,,,,,,,,2461.72,2551.14,2309.3,2342.79,49440.55082,,,,,,0.05508,0.05717,0.05083,0.05138,2753053.06,,,,,,,,,,,10.06,10.48,9.43,9.48,47831.29,58.24,59.49,55.43,55.93,14576.9691,0.5972,0.6212,0.5706,0.5736,43944.63,,,,,,7.738e-06,8.38e-06,7.262e-06,7.369e-06,4119278593916.0,,,,,,144.39,154.99,142.34,144.73,697945.43,,,,,,0.6012,0.6495,0.5909,0.6166,64719292.17,0.1235,0.1252,0.1233,0.1246,64701800.18,,,,,,0.9995,0.9999,0.9993,0.9997,12854300.08,1.416,1.777,1.37,1.608,19884085.02,0.5061,0.645,0.4923,0.5998,62798837.72
147,2024-08-08,0.3234,0.3534,0.3188,0.3515,2428857.61,19.86,22.8,19.52,22.74,240974.84,311.9,371.7,308.2,352.9,1369.68845,475.0,521.7,467.5,517.1,26666.103,1.905e-05,2.181e-05,1.852e-05,2.175e-05,43703701814.0,55130.01,62740.58,54734.0,61688.04,9889.267284,0.2318,0.2572,0.2259,0.2558,1738732.538,0.09556,0.10794,0.09364,0.10751,51678317.82,0.26,0.315,0.258,0.313,578156.8,,,,,,,,,,,2342.79,2723.0,2321.28,2683.21,52373.47231,,,,,,0.05138,0.05918,0.05076,0.05903,4535082.12,,,,,,,,,,,9.48,10.83,9.35,10.74,262416.26,55.93,61.95,55.21,61.18,16574.0126,0.5736,0.6537,0.5705,0.647,101631.56,,,,,,7.369e-06,8.89e-06,7.19e-06,8.766e-06,3924333077377.0,,,,,,144.73,163.67,141.4,163.12,587415.16,,,,,,0.6166,0.8624,0.6001,0.8519,16020551.93,0.1246,0.1271,0.1242,0.127,58946612.15,,,,,,0.9997,0.9999,0.9993,0.9996,11750757.82,1.608,1.946,1.549,1.911,15663524.43,0.5998,0.6422,0.5786,0.6164,62370525.51
148,2024-08-09,0.3515,0.3543,0.3368,0.3483,1147170.03,22.74,22.8,21.3,21.75,170325.6,352.9,357.8,336.1,347.5,908.98633,517.1,518.4,498.7,508.8,17627.785,2.175e-05,2.175e-05,1.997e-05,2.082e-05,23330558247.0,61688.04,61741.25,59535.01,60828.0,11176.238566,0.2558,0.2561,0.2412,0.252,733845.406,0.10751,0.1077,0.10163,0.10386,20390560.85,0.313,0.315,0.299,0.311,514366.85,,,,,,,,,,,2683.21,2707.0,2553.17,2598.79,51822.34604,,,,,,0.05903,0.05975,0.05518,0.05623,3458801.71,,,,,,,,,,,10.74,10.75,10.16,10.54,53591.46,61.18,61.23,59.4,60.73,21241.2052,0.647,0.6492,0.6105,0.6246,134757.55,,,,,,8.766e-06,8.993e-06,8.314e-06,8.528e-06,2979877947122.0,,,,,,163.12,163.55,150.79,156.29,348121.9,,,,,,0.8519,0.8794,0.8251,0.8551,5730723.71,0.127,0.1283,0.1263,0.1283,58973422.5,,,,,,0.9996,0.9999,0.9993,0.9995,9393709.69,1.911,1.955,1.764,1.819,8676184.33,0.6164,0.6244,0.5668,0.5805,38617216.23
149,2024-08-10,0.3483,0.3523,0.3443,0.3457,1336598.96,21.75,22.03,21.41,21.59,83376.4,347.5,358.2,345.7,354.8,665.43695,508.8,525.4,507.2,523.2,10774.094,2.082e-05,2.116e-05,2.024e-05,2.044e-05,20869553646.0,60828.0,61470.58,60250.0,60923.52,9571.456282,0.252,0.2601,0.2488,0.2566,178367.175,0.10386,0.1059,0.10297,0.10519,26750747.98,0.311,0.335,0.302,0.319,564425.74,,,,,,,,,,,2598.79,2644.69,2577.48,2609.92,25157.37394,,,,,,0.05623,0.05696,0.05494,0.05604,1761637.01,,,,,,,,,,,10.54,10.71,10.47,10.56,34672.04,60.73,61.54,60.13,61.17,11662.0169,0.6246,0.6269,0.6144,0.6227,15734.49,,,,,,8.528e-06,8.71e-06,8.28e-06,8.436e-06,1090679477450.0,,,,,,156.29,158.69,152.66,154.0,193413.13,,,,,,0.8551,0.9584,0.8484,0.9189,9802106.89,0.1283,0.1297,0.1276,0.129,43240528.18,,,,,,0.9995,0.9998,0.9994,0.9998,5427287.08,1.819,1.859,1.764,1.815,4402272.75,0.5805,0.6019,0.5779,0.5836,20337895.1
150,2024-08-11,0.3457,0.3565,0.327,0.3275,2739021.09,21.59,22.35,20.39,20.41,106027.99,354.8,358.3,328.0,330.2,914.88354,523.2,535.8,502.2,503.3,14344.122,2.044e-05,2.117e-05,1.873e-05,1.881e-05,28999553607.0,60923.52,61856.64,58300.0,58712.59,11713.926762,0.2566,0.2605,0.2441,0.2456,299159.717,0.10519,0.11098,0.10008,0.10058,32094242.14,0.319,0.327,0.292,0.293,563463.86,,,,,,,,,,,2609.92,2719.02,2540.55,2555.39,40449.03606,,,,,,0.05604,0.05726,0.05253,0.05263,1762292.86,,,,,,,,,,,10.56,10.83,9.94,10.0,72009.08,61.17,62.29,58.85,59.73,20227.0988,0.6227,0.656,0.6026,0.6026,34937.04,,,,,,8.436e-06,8.788e-06,7.65e-06,7.725e-06,1666331133143.0,,,,,,154.0,157.95,141.2,141.5,196339.78,,,,,,0.9189,0.93,0.8599,0.8733,10210044.3,0.129,0.1294,0.1274,0.1278,35009099.76,,,,,,0.9998,1.0,0.9995,0.9999,4766601.16,1.815,1.892,1.624,1.628,5204930.1,0.5836,0.5932,0.5454,0.5529,14213087.29
151,2024-08-12,0.3275,0.3443,0.3267,0.339,1190084.81,20.41,21.7,20.33,21.28,82125.41,330.2,359.9,328.9,354.9,743.14723,503.3,523.7,499.5,518.3,5601.871,1.881e-05,2.041e-05,1.88e-05,2e-05,16174192661.0,58712.59,60700.12,57650.0,59346.64,13798.667123,0.2456,0.3188,0.2456,0.3035,2881934.464,0.10058,0.10853,0.10032,0.10787,31206701.85,0.293,0.344,0.291,0.329,524919.0,,,,,,,,,,,2555.39,2749.0,2510.18,2722.3,49860.7405,,,,,,0.05263,0.05549,0.05254,0.05386,2245084.18,,,,,,,,,,,10.0,10.75,9.94,10.55,52220.75,59.73,62.05,59.22,61.51,20494.2515,0.6026,0.6315,0.5946,0.6201,51511.47,,,,,,7.725e-06,8.52e-06,7.708e-06,8.227e-06,805148248023.0,,,,,,141.5,150.77,141.27,146.31,235029.86,,,,,,0.8733,1.116,0.8733,1.0137,15567000.02,0.1278,0.1282,0.1261,0.1266,49554450.03,,,,,,0.9999,1.0,0.9994,0.9998,5990013.04,1.628,1.82,1.625,1.725,3879467.19,0.5529,0.5792,0.5501,0.5685,12315776.37
152,2024-08-13,0.339,0.3447,0.3309,0.3399,1823741.94,21.28,21.6,20.61,21.37,101734.42,354.9,365.3,343.8,351.7,1175.78733,518.3,526.7,513.6,524.1,5535.975,2e-05,2.021e-05,1.926e-05,1.98e-05,14901747516.0,59346.64,61570.0,58416.26,60587.16,15500.867646,0.3035,0.3253,0.2979,0.3063,2025881.665,0.10787,0.109,0.10343,0.10637,32096747.85,0.329,0.347,0.311,0.341,489082.61,,,,,,,,,,,2722.3,2738.39,2611.49,2702.44,35684.42437,,,,,,0.05386,0.05469,0.05173,0.05427,1616134.01,,,,,,,,,,,10.55,10.69,10.09,10.58,49769.22,61.51,63.48,61.13,63.43,13419.6275,0.6201,0.6284,0.5944,0.6122,25692.32,,,,,,8.227e-06,8.364e-06,7.894e-06,8.186e-06,341269135787.0,,,,,,146.31,149.82,143.0,146.66,158262.59,,,,,,1.0137,1.0157,0.9336,0.9557,3129535.92,0.1266,0.129,0.1256,0.1286,55183160.38,,,,,,0.9998,0.9998,0.9995,0.9997,8390811.98,1.725,1.748,1.643,1.702,1689130.82,0.5685,0.5831,0.5626,0.5769,10468389.18
153,2024-08-14,0.3399,0.3456,0.331,0.3353,1301078.9,21.37,21.86,20.82,20.95,22222.93,351.7,352.6,335.0,337.6,1001.11144,524.1,531.4,515.6,523.6,5254.748,1.98e-05,2.03e-05,1.893e-05,1.925e-05,12471992688.0,60587.16,61794.61,58434.05,58683.4,15213.241179,0.3063,0.327,0.2945,0.324,1021276.658,0.10637,0.10685,0.10155,0.10243,27347570.72,0.341,0.344,0.318,0.325,892401.34,,,,,,,,,,,2702.44,2779.39,2634.6,2661.46,40171.02965,,,,,,0.05427,0.05525,0.05291,0.05364,3036902.36,,,,,,,,,,,10.58,10.74,10.21,10.4,25099.07,63.43,64.68,62.62,64.05,16750.0592,0.6122,0.6444,0.6088,0.61,1252758.6,,,,,,8.186e-06,8.462e-06,7.91e-06,8.007e-06,351704057387.0,,,,,,146.66,152.07,142.34,143.79,208356.2,,,,,,0.9557,0.9727,0.886,0.9342,3464874.9,0.1286,0.1309,0.1285,0.1305,56505601.32,,,,,,0.9997,1.0,0.9993,0.9998,11127919.86,1.702,1.748,1.561,1.574,2196029.22,0.5769,0.5823,0.5646,0.5686,8935177.71
154,2024-08-15,0.3353,0.3419,0.3204,0.3249,986937.38,20.95,21.15,19.85,20.13,77917.88,337.6,344.4,328.0,334.2,919.33301,523.6,533.7,510.1,519.1,4884.523,1.925e-05,1.975e-05,1.804e-05,1.857e-05,20245302878.0,58683.4,59849.37,56103.63,57547.74,16730.89134,0.324,0.3277,0.3045,0.3169,1965997.552,0.10243,0.10486,0.09794,0.10016,16815943.44,0.325,0.335,0.296,0.303,805162.3,,,,,,,,,,,2661.46,2675.59,2515.84,2569.89,36639.10881,,,,,,0.05364,0.05427,0.05116,0.05195,2792610.26,,,,,,,,,,,10.4,10.69,9.99,10.18,24020.04,64.05,66.86,63.6,65.26,16944.4587,0.61,0.6144,0.5731,0.5861,61030.88,,,,,,8.007e-06,8.063e-06,7.206e-06,7.443e-06,363642782350.0,,,,,,143.79,147.59,137.83,142.6,200502.49,,,,,,0.9342,0.9384,0.8239,0.845,3006673.02,0.1305,0.1321,0.1297,0.1301,69932555.79,,,,,,0.9998,1.0001,0.9996,0.9997,6680313.45,1.574,1.603,1.43,1.475,1730516.31,0.5686,0.5741,0.551,0.5608,5681374.03
